,label_cli,ProdutoId,Unnamed: 0,DescontoIR__c,DescricaoCarencia__c,DescricaoEmissor__c,DescricaoProduto__c,DiasVencimento__c,FiltroValorMinimo__c,RiscoAtivo__c,TaxaEmissao__c,TaxaPreEmissao__c,TipoIndexador__c,Indice_Basileia,Indice_Imobilizacao,label
136,6,a0W3u00000CWJAxEAP,88,22.5,No venc.,BANCO RODOBENS S.A.,LCI POS,90.0,10000.0,1.0,98.0,0.0,CDI,0.1587,0.3428,1
137,0,a0W3u00000CWMmYEAX,95,20.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,181.0,1000.0,5.0,127.0,0.0,CDI,0.0322,0.2625,2
138,2,a0W3u00000CWMmYEAX,95,20.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,181.0,1000.0,5.0,127.0,0.0,CDI,0.0322,0.2625,2
139,5,a0W3u00000CWMmYEAX,95,20.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,181.0,1000.0,5.0,127.0,0.0,CDI,0.0322,0.2625,2
140,6,a0W3u00000CWMmYEAX,95,20.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,181.0,1000.0,5.0,127.0,0.0,CDI,0.0322,0.2625,2
141,0,a0W3u00000CWNjSEAX,96,17.5,No venc.,BANCO TOPAZIO S/A,CDB POS,361.0,1000.0,2.0,124.0,0.0,CDI,0.1337,0.0213,4
142,2,a0W3u00000CWNjSEAX,96,17.5,No venc.,BANCO TOPAZIO S/A,CDB POS,361.0,1000.0,2.0,124.0,0.0,CDI,0.1337,0.0213,4
143,3,a0W3u00000CWNjSEAX,96,17.5,No venc.,BANCO TOPAZIO S/A,CDB POS,361.0,1000.0,2.0,124.0,0.0,CDI,0.1337,0.0213,4
144,5,a0W3u00000CWNjSEAX,96,17.5,No venc.,BANCO TOPAZIO S/A,CDB POS,361.0,1000.0,2.0,124.0,0.0,CDI,0.1337,0.0213,4
145,6,a0W3u00000CWNjSEAX,96,17.5,No venc.,BANCO TOPAZIO S/A,CDB POS,361.0,1000.0,2.0,124.0,0.0,CDI,0.1337,0.0213,4
146,0,a0W3u00000CWNjXEAX,97,15.0,No venc.,BANCO TOPAZIO S/A,CDB POS,721.0,1000.0,3.0,129.0,0.0,CDI,0.1337,0.0213,4
147,2,a0W3u00000CWNjXEAX,97,15.0,No venc.,BANCO TOPAZIO S/A,CDB POS,721.0,1000.0,3.0,129.0,0.0,CDI,0.1337,0.0213,4
148,3,a0W3u00000CWNjXEAX,97,15.0,No venc.,BANCO TOPAZIO S/A,CDB POS,721.0,1000.0,3.0,129.0,0.0,CDI,0.1337,0.0213,4
149,6,a0W3u00000CWNjXEAX,97,15.0,No venc.,BANCO TOPAZIO S/A,CDB POS,721.0,1000.0,3.0,129.0,0.0,CDI,0.1337,0.0213,4
150,0,a0W3u00000CWOn0EAH,111,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
151,3,a0W3u00000CWOn0EAH,111,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
152,5,a0W3u00000CWOn0EAH,111,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
153,6,a0W3u00000CWOn0EAH,111,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
154,0,a0W3u00000CWPHgEAP,128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,2.0,104.0,0.0,CDI,0.1232,0.2278,4
155,1,a0W3u00000CWPHgEAP,128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,2.0,104.0,0.0,CDI,0.1232,0.2278,4
156,2,a0W3u00000CWPHgEAP,128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,2.0,104.0,0.0,CDI,0.1232,0.2278,4
157,3,a0W3u00000CWPHgEAP,128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,2.0,104.0,0.0,CDI,0.1232,0.2278,4
158,4,a0W3u00000CWPHgEAP,128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,2.0,104.0,0.0,CDI,0.1232,0.2278,4
159,5,a0W3u00000CWPHgEAP,128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,2.0,104.0,0.0,CDI,0.1232,0.2278,4
160,6,a0W3u00000CWPHgEAP,128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,2.0,104.0,0.0,CDI,0.1232,0.2278,4
161,0,a0W6A000001se1GUAQ,188,20.0,No venc.,BANCO PINE S.A.,CDB POS,181.0,5000.0,2.0,106.0,0.0,CDI,0.1232,0.2278,4
162,2,a0W6A000001se1GUAQ,188,20.0,No venc.,BANCO PINE S.A.,CDB POS,181.0,5000.0,2.0,106.0,0.0,CDI,0.1232,0.2278,4
163,0,a0W6A000001se1LUAQ,189,17.5,No venc.,BANCO PINE S.A.,CDB POS,361.0,5000.0,2.0,111.0,0.0,CDI,0.1232,0.2278,4
164,2,a0W6A000001se1LUAQ,189,17.5,No venc.,BANCO PINE S.A.,CDB POS,361.0,5000.0,2.0,111.0,0.0,CDI,0.1232,0.2278,4
165,3,a0W6A000001se1LUAQ,189,17.5,No venc.,BANCO PINE S.A.,CDB POS,361.0,5000.0,2.0,111.0,0.0,CDI,0.1232,0.2278,4
166,4,a0W6A000001se1LUAQ,189,17.5,No venc.,BANCO PINE S.A.,CDB POS,361.0,5000.0,2.0,111.0,0.0,CDI,0.1232,0.2278,4
167,5,a0W6A000001se1LUAQ,189,17.5,No venc.,BANCO PINE S.A.,CDB POS,361.0,5000.0,2.0,111.0,0.0,CDI,0.1232,0.2278,4
168,6,a0W6A000001se1LUAQ,189,17.5,No venc.,BANCO PINE S.A.,CDB POS,361.0,5000.0,2.0,111.0,0.0,CDI,0.1232,0.2278,4
169,0,a0W6A0000097rzVUAQ,196,17.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,361.0,10000.0,1.0,107.5,0.0,CDI,0.2851,0.0067,1
170,1,a0W6A0000097rzVUAQ,196,17.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,361.0,10000.0,1.0,107.5,0.0,CDI,0.2851,0.0067,1
171,3,a0W6A0000097rzVUAQ,196,17.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,361.0,10000.0,1.0,107.5,0.0,CDI,0.2851,0.0067,1
172,4,a0W6A0000097rzVUAQ,196,17.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,361.0,10000.0,1.0,107.5,0.0,CDI,0.2851,0.0067,1
173,6,a0W6A0000097rzVUAQ,196,17.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,361.0,10000.0,1.0,107.5,0.0,CDI,0.2851,0.0067,1
174,0,a0W6A000009jrmAUAQ,199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,1.0,95.0,0.0,CDI,0.1624,0.0989,4
175,1,a0W6A000009jrmAUAQ,199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,1.0,95.0,0.0,CDI,0.1624,0.0989,4
176,2,a0W6A000009jrmAUAQ,199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,1.0,95.0,0.0,CDI,0.1624,0.0989,4
177,3,a0W6A000009jrmAUAQ,199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,1.0,95.0,0.0,CDI,0.1624,0.0989,4
178,4,a0W6A000009jrmAUAQ,199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,1.0,95.0,0.0,CDI,0.1624,0.0989,4
179,5,a0W6A000009jrmAUAQ,199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,1.0,95.0,0.0,CDI,0.1624,0.0989,4
180,6,a0W6A000009jrmAUAQ,199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,1.0,95.0,0.0,CDI,0.1624,0.0989,4
181,0,a0W6A000009jrq3UAA,200,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,721.0,1000.0,1.0,96.0,0.0,CDI,0.1624,0.0989,4
182,2,a0W6A000009jrq3UAA,200,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,721.0,1000.0,1.0,96.0,0.0,CDI,0.1624,0.0989,4
183,6,a0W6A000009jrq3UAA,200,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,721.0,1000.0,1.0,96.0,0.0,CDI,0.1624,0.0989,4
184,0,a0W6A000009jrqNUAQ,202,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,361.0,5000.0,1.0,89.0,0.0,CDI,0.1624,0.0989,4
185,1,a0W6A000009jrqNUAQ,202,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,361.0,5000.0,1.0,89.0,0.0,CDI,0.1624,0.0989,4
186,4,a0W6A000009jrqNUAQ,202,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,361.0,5000.0,1.0,89.0,0.0,CDI,0.1624,0.0989,4
187,0,a0W6A00000AK0CnUAL,211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,2.0,108.0,0.0,CDI,0.1315,0.0126,4
188,1,a0W6A00000AK0CnUAL,211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,2.0,108.0,0.0,CDI,0.1315,0.0126,4
189,2,a0W6A00000AK0CnUAL,211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,2.0,108.0,0.0,CDI,0.1315,0.0126,4
190,3,a0W6A00000AK0CnUAL,211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,2.0,108.0,0.0,CDI,0.1315,0.0126,4
191,4,a0W6A00000AK0CnUAL,211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,2.0,108.0,0.0,CDI,0.1315,0.0126,4
192,5,a0W6A00000AK0CnUAL,211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,2.0,108.0,0.0,CDI,0.1315,0.0126,4
193,6,a0W6A00000AK0CnUAL,211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,2.0,108.0,0.0,CDI,0.1315,0.0126,4
194,0,a0W6A00000AK0CsUAL,212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,2.0,114.0,0.0,CDI,0.1315,0.0126,4
195,1,a0W6A00000AK0CsUAL,212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,2.0,114.0,0.0,CDI,0.1315,0.0126,4
196,2,a0W6A00000AK0CsUAL,212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,2.0,114.0,0.0,CDI,0.1315,0.0126,4
197,3,a0W6A00000AK0CsUAL,212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,2.0,114.0,0.0,CDI,0.1315,0.0126,4
198,4,a0W6A00000AK0CsUAL,212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,2.0,114.0,0.0,CDI,0.1315,0.0126,4
199,5,a0W6A00000AK0CsUAL,212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,2.0,114.0,0.0,CDI,0.1315,0.0126,4
200,6,a0W6A00000AK0CsUAL,212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,2.0,114.0,0.0,CDI,0.1315,0.0126,4
201,0,a0W6A00000AK0D2UAL,214,15.0,No venc.,CARUANA S.A.,LC POS,731.0,1000.0,2.0,116.0,0.0,CDI,0.1315,0.0126,4
202,2,a0W6A00000AK0D2UAL,214,15.0,No venc.,CARUANA S.A.,LC POS,731.0,1000.0,2.0,116.0,0.0,CDI,0.1315,0.0126,4
203,3,a0W6A00000AK0D2UAL,214,15.0,No venc.,CARUANA S.A.,LC POS,731.0,1000.0,2.0,116.0,0.0,CDI,0.1315,0.0126,4
204,0,a0W6A00000AK0DCUA1,216,15.0,No venc.,CARUANA S.A.,LC POS,1095.0,1000.0,2.0,117.0,0.0,CDI,0.1315,0.0126,4
205,1,a0W6A00000AK0DCUA1,216,15.0,No venc.,CARUANA S.A.,LC POS,1095.0,1000.0,2.0,117.0,0.0,CDI,0.1315,0.0126,4
206,0,a0W6A00000AK0K4UAL,217,15.0,No venc.,CARUANA S.A.,LC POS,1460.0,1000.0,2.0,118.5,0.0,CDI,0.1315,0.0126,0
207,3,a0W6A00000AK0K4UAL,217,15.0,No venc.,CARUANA S.A.,LC POS,1460.0,1000.0,2.0,118.5,0.0,CDI,0.1315,0.0126,0
208,5,a0W6A00000AK0K4UAL,217,15.0,No venc.,CARUANA S.A.,LC POS,1460.0,1000.0,2.0,118.5,0.0,CDI,0.1315,0.0126,0
209,6,a0W6A00000AK0K4UAL,217,15.0,No venc.,CARUANA S.A.,LC POS,1460.0,1000.0,2.0,118.5,0.0,CDI,0.1315,0.0126,0
210,0,a0W6A00000Aa9rKUAR,219,20.0,No venc.,PARANA BANCO S.A.,CDB POS,181.0,1000.0,1.0,103.0,0.0,CDI,0.24,0.1179,4
211,2,a0W6A00000Aa9rKUAR,219,20.0,No venc.,PARANA BANCO S.A.,CDB POS,181.0,1000.0,1.0,103.0,0.0,CDI,0.24,0.1179,4
212,3,a0W6A00000Aa9rKUAR,219,20.0,No venc.,PARANA BANCO S.A.,CDB POS,181.0,1000.0,1.0,103.0,0.0,CDI,0.24,0.1179,4
213,4,a0W6A00000Aa9rKUAR,219,20.0,No venc.,PARANA BANCO S.A.,CDB POS,181.0,1000.0,1.0,103.0,0.0,CDI,0.24,0.1179,4
214,6,a0W6A00000Aa9rKUAR,219,20.0,No venc.,PARANA BANCO S.A.,CDB POS,181.0,1000.0,1.0,103.0,0.0,CDI,0.24,0.1179,4
215,0,a0W6A00000Aa9rUUAR,220,17.5,No venc.,PARANA BANCO S.A.,CDB POS,361.0,1000.0,1.0,104.5,0.0,CDI,0.24,0.1179,4
216,1,a0W6A00000Aa9rUUAR,220,17.5,No venc.,PARANA BANCO S.A.,CDB POS,361.0,1000.0,1.0,104.5,0.0,CDI,0.24,0.1179,4
217,3,a0W6A00000Aa9rUUAR,220,17.5,No venc.,PARANA BANCO S.A.,CDB POS,361.0,1000.0,1.0,104.5,0.0,CDI,0.24,0.1179,4
218,4,a0W6A00000Aa9rUUAR,220,17.5,No venc.,PARANA BANCO S.A.,CDB POS,361.0,1000.0,1.0,104.5,0.0,CDI,0.24,0.1179,4
219,5,a0W6A00000Aa9rUUAR,220,17.5,No venc.,PARANA BANCO S.A.,CDB POS,361.0,1000.0,1.0,104.5,0.0,CDI,0.24,0.1179,4
220,6,a0W6A00000Aa9rUUAR,220,17.5,No venc.,PARANA BANCO S.A.,CDB POS,361.0,1000.0,1.0,104.5,0.0,CDI,0.24,0.1179,4
221,0,a0W6A00000AwdNUUAZ,225,15.0,No venc.,CARUANA S.A.,LC PRE,1095.0,1000.0,3.0,0.0,6.8,Pré fixado,0.1315,0.0126,0
222,3,a0W6A00000AwdNUUAZ,225,15.0,No venc.,CARUANA S.A.,LC PRE,1095.0,1000.0,3.0,0.0,6.8,Pré fixado,0.1315,0.0126,0
223,1,a0W3u000009PCAcEAO,2,15.0,No venc.,BANCO ALFA S/A,CDB POS,721.0,5000.0,2.0,103.25,0.0,CDI,0.2085,0.14400000000000002,4
224,1,a0W3u000009PDnbEAG,12,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1081.0,1000.0,3.0,119.0,0.0,CDI,0.138,0.1906,0
225,2,a0W3u000009PDnbEAG,12,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1081.0,1000.0,3.0,119.0,0.0,CDI,0.138,0.1906,0
226,6,a0W3u000009PDnbEAG,12,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1081.0,1000.0,3.0,119.0,0.0,CDI,0.138,0.1906,0
227,1,a0W3u000009PDzhEAG,30,15.0,No venc.,BANCO MÁXIMA S.A.,CDB PRE 1,721.0,1000.0,5.0,0.0,7.25,Pré fixado,0.0322,0.2625,2
228,3,a0W3u000009PDzhEAG,30,15.0,No venc.,BANCO MÁXIMA S.A.,CDB PRE 1,721.0,1000.0,5.0,0.0,7.25,Pré fixado,0.0322,0.2625,2
229,5,a0W3u000009PDzhEAG,30,15.0,No venc.,BANCO MÁXIMA S.A.,CDB PRE 1,721.0,1000.0,5.0,0.0,7.25,Pré fixado,0.0322,0.2625,2
230,6,a0W3u000009PDzhEAG,30,15.0,No venc.,BANCO MÁXIMA S.A.,CDB PRE 1,721.0,1000.0,5.0,0.0,7.25,Pré fixado,0.0322,0.2625,2
231,1,a0W3u00000CWFRbEAP,69,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,100.0,2.0,,0.0322,0.2625,2
232,3,a0W3u00000CWFRbEAP,69,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,100.0,2.0,,0.0322,0.2625,2
233,4,a0W3u00000CWFRbEAP,69,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,100.0,2.0,,0.0322,0.2625,2
234,5,a0W3u00000CWFRbEAP,69,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,100.0,2.0,,0.0322,0.2625,2
235,6,a0W3u00000CWFRbEAP,69,17.5,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,361.0,1000.0,5.0,100.0,2.0,,0.0322,0.2625,2
236,1,a0W3u00000CWGXBEA5,74,20.0,No venc.,BANCO ORIGINAL S.A,LCA POS,360.0,5000.0,2.0,99.0,0.0,CDI,0.1364,0.0418,4
237,3,a0W3u00000CWGXBEA5,74,20.0,No venc.,BANCO ORIGINAL S.A,LCA POS,360.0,5000.0,2.0,99.0,0.0,CDI,0.1364,0.0418,4
238,4,a0W3u00000CWGXBEA5,74,20.0,No venc.,BANCO ORIGINAL S.A,LCA POS,360.0,5000.0,2.0,99.0,0.0,CDI,0.1364,0.0418,4
239,5,a0W3u00000CWGXBEA5,74,20.0,No venc.,BANCO ORIGINAL S.A,LCA POS,360.0,5000.0,2.0,99.0,0.0,CDI,0.1364,0.0418,4
240,1,a0W6A00000AF3fzUAD,209,15.0,Qualquer dia,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,2.0,97.0,0.0,CDI,0.1333,0.051,4
241,3,a0W6A00000AF3fzUAD,209,15.0,Qualquer dia,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,2.0,97.0,0.0,CDI,0.1333,0.051,4
242,4,a0W6A00000AF3fzUAD,209,15.0,Qualquer dia,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,2.0,97.0,0.0,CDI,0.1333,0.051,4
243,5,a0W6A00000AF3fzUAD,209,15.0,Qualquer dia,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,2.0,97.0,0.0,CDI,0.1333,0.051,4
244,6,a0W6A00000AF3fzUAD,209,15.0,Qualquer dia,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,2.0,97.0,0.0,CDI,0.1333,0.051,4
245,2,a0W3u000009PDnlEAG,14,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1802.0,1000.0,4.0,122.0,0.0,CDI,0.138,0.1906,3
246,5,a0W3u000009PDnlEAG,14,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1802.0,1000.0,4.0,122.0,0.0,CDI,0.138,0.1906,3
247,2,a0W3u00000AdICNEA3,35,15.0,No venc.,BANCO PINE S.A.,CDB POS,721.0,5000.0,2.0,118.0,0.0,CDI,0.1232,0.2278,4
248,3,a0W3u00000AdICNEA3,35,15.0,No venc.,BANCO PINE S.A.,CDB POS,721.0,5000.0,2.0,118.0,0.0,CDI,0.1232,0.2278,4
249,2,a0W3u00000AdNnvEAF,45,22.5,No venc.,BANCO PAN S.A.,CDB POS,90.0,5000.0,2.0,104.0,0.0,CDI,0.1286,0.1793,4
250,6,a0W3u00000AdNnvEAF,45,22.5,No venc.,BANCO PAN S.A.,CDB POS,90.0,5000.0,2.0,104.0,0.0,CDI,0.1286,0.1793,4
251,2,a0W3u00000AdPXcEAN,55,15.0,No venc.,BANCO FIBRA S.A.,CDB POS,1826.0,10000.0,4.0,122.0,0.0,CDI,0.1202,0.0211,3
252,2,a0W3u00000AdQ4qEAF,56,22.5,No venc.,BANCO FIBRA S.A.,LCA POS,122.0,10000.0,2.0,98.0,0.0,CDI,0.1202,0.0211,1
253,3,a0W3u00000AdQ4qEAF,56,22.5,No venc.,BANCO FIBRA S.A.,LCA POS,122.0,10000.0,2.0,98.0,0.0,CDI,0.1202,0.0211,1
254,4,a0W3u00000AdQ4qEAF,56,22.5,No venc.,BANCO FIBRA S.A.,LCA POS,122.0,10000.0,2.0,98.0,0.0,CDI,0.1202,0.0211,1
255,6,a0W3u00000AdQ4qEAF,56,22.5,No venc.,BANCO FIBRA S.A.,LCA POS,122.0,10000.0,2.0,98.0,0.0,CDI,0.1202,0.0211,1
256,2,a0W3u00000CWFVOEA5,70,17.5,No venc.,BANCO GMAC S.A.,CDB POS,361.0,1000.0,1.0,104.0,0.0,CDI,0.2441,0.0638,4
257,3,a0W3u00000CWFVOEA5,70,17.5,No venc.,BANCO GMAC S.A.,CDB POS,361.0,1000.0,1.0,104.0,0.0,CDI,0.2441,0.0638,4
258,4,a0W3u00000CWFVOEA5,70,17.5,No venc.,BANCO GMAC S.A.,CDB POS,361.0,1000.0,1.0,104.0,0.0,CDI,0.2441,0.0638,4
259,5,a0W3u00000CWFVOEA5,70,17.5,No venc.,BANCO GMAC S.A.,CDB POS,361.0,1000.0,1.0,104.0,0.0,CDI,0.2441,0.0638,4
260,6,a0W3u00000CWFVOEA5,70,17.5,No venc.,BANCO GMAC S.A.,CDB POS,361.0,1000.0,1.0,104.0,0.0,CDI,0.2441,0.0638,4
261,2,a0W3u00000CWGXGEA5,75,22.5,No venc.,BANCO ORIGINAL S.A,LCA POS,101.0,5000.0,2.0,96.0,0.0,CDI,0.1364,0.0418,4
262,4,a0W3u00000CWGXGEA5,75,22.5,No venc.,BANCO ORIGINAL S.A,LCA POS,101.0,5000.0,2.0,96.0,0.0,CDI,0.1364,0.0418,4
263,2,a0W3u00000CWGgIEAX,76,17.5,No venc.,BANCO FIBRA S.A.,LCA POS,367.0,10000.0,3.0,100.0,0.0,CDI,0.1202,0.0211,1
264,2,a0W3u00000CWOdoEAH,107,15.0,No venc.,BANCO BOCOM BBM S/A,LCA POS,731.0,10000.0,2.0,101.0,0.0,CDI,0.1581,0.0134,1
265,2,a0W3u00000CWOn5EAH,112,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,721.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
266,4,a0W3u00000CWOn5EAH,112,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,721.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
267,5,a0W3u00000CWOn5EAH,112,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,721.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
268,6,a0W3u00000CWOn5EAH,112,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,721.0,1000.0,5.0,140.0,0.0,CDI,0.0322,0.2625,2
269,2,a0W3u00000CWPuiEAH,148,22.5,No venc.,BANCO ABC BRASIL,LCA POS,180.0,10000.0,1.0,100.0,0.0,CDI,0.1741,0.0053,1
270,4,a0W3u00000CWPuiEAH,148,22.5,No venc.,BANCO ABC BRASIL,LCA POS,180.0,10000.0,1.0,100.0,0.0,CDI,0.1741,0.0053,1
271,2,a0W6A0000097rz1UAA,195,20.0,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,181.0,10000.0,1.0,104.0,0.0,CDI,0.2851,0.0067,1
272,4,a0W6A0000097rz1UAA,195,20.0,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,181.0,10000.0,1.0,104.0,0.0,CDI,0.2851,0.0067,1
273,5,a0W6A0000097rz1UAA,195,20.0,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,181.0,10000.0,1.0,104.0,0.0,CDI,0.2851,0.0067,1
274,6,a0W6A0000097rz1UAA,195,20.0,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,181.0,10000.0,1.0,104.0,0.0,CDI,0.2851,0.0067,1
275,2,a0W6A000009jrqXUAQ,203,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,721.0,5000.0,1.0,92.0,0.0,CDI,0.1624,0.0989,4
276,3,a0W6A000009jrqXUAQ,203,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,721.0,5000.0,1.0,92.0,0.0,CDI,0.1624,0.0989,4
277,4,a0W6A000009jrqXUAQ,203,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,721.0,5000.0,1.0,92.0,0.0,CDI,0.1624,0.0989,4
278,5,a0W6A000009jrqXUAQ,203,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,721.0,5000.0,1.0,92.0,0.0,CDI,0.1624,0.0989,4
279,6,a0W6A000009jrqXUAQ,203,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,721.0,5000.0,1.0,92.0,0.0,CDI,0.1624,0.0989,4
280,2,a0W6A000009taKMUAY,204,15.0,No venc.,BANCO MODAL S.A,CDB POS,1096.0,10000.0,2.0,116.25,0.0,CDI,0.1172,0.1422,1
281,2,a0W6A000009taKWUAY,206,15.0,No venc.,BANCO MODAL S.A,CDB POS,731.0,10000.0,2.0,116.0,0.0,CDI,0.1172,0.1422,1
282,3,a0W6A000009taKWUAY,206,15.0,No venc.,BANCO MODAL S.A,CDB POS,731.0,10000.0,2.0,116.0,0.0,CDI,0.1172,0.1422,1
283,2,a0W6A000009taKbUAI,207,17.5,No venc.,BANCO MODAL S.A,CDB POS,367.0,10000.0,2.0,111.0,0.0,CDI,0.1172,0.1422,1
284,6,a0W6A000009taKbUAI,207,17.5,No venc.,BANCO MODAL S.A,CDB POS,367.0,10000.0,2.0,111.0,0.0,CDI,0.1172,0.1422,1
285,3,a0W3u00000CWFPuEAP,65,15.0,No venc.,CARUANA S.A.,LC PRE,913.0,1000.0,2.0,0.0,6.45,Pré fixado,0.1315,0.0126,4
286,5,a0W3u00000CWFPuEAP,65,15.0,No venc.,CARUANA S.A.,LC PRE,913.0,1000.0,2.0,0.0,6.45,Pré fixado,0.1315,0.0126,4
287,3,a0W3u00000CWPCbEAP,125,15.0,No venc.,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,2.0,125.0,0.0,CDI,0.1333,0.051,4
288,3,a0W3u00000CWPCgEAP,126,15.0,No venc.,BANCO AGIBANK S.A.,CDB POS,1081.0,1000.0,3.0,128.0,0.0,CDI,0.1333,0.051,0
289,3,a0W6A0000097rueUAA,194,15.0,Qualquer dia,BANCO CAIXA GERAL BRASIL S/A,CDB POS,721.0,10000.0,1.0,95.0,0.0,CDI,0.2851,0.0067,1
290,4,a0W6A0000097rueUAA,194,15.0,Qualquer dia,BANCO CAIXA GERAL BRASIL S/A,CDB POS,721.0,10000.0,1.0,95.0,0.0,CDI,0.2851,0.0067,1
