,label_cli,ProdutoId,Unnamed: 0,DescricaoTaxaPerformance__c,DescricaoTributacao__c,FamiliaCarteira__c,FiltroValorMinimo__c,LucroMesAnterior__c,PatrimonioLiquidoAtual__c,RentabilidadeAno__c,RentabilidadeFundoUltimos36Meses__c,RentabilidadeMes__c,RiscoAtivo__c,TipoCarteira__c,label
120,6,a0W3u00000AdGdREAV,49,20% sobre o que exceder a 100% do IMAB-5,Come Cotas,Renda Fixa,5000.0,94918651.0,53387371651.0,107003106.0,4066620578.0,1197083.0,5.0,Fundo de Renda Fixa,0
121,0,a0W3u00000AdGvIEAV,58,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,Come Cotas,Renda Fixa,50000.0,-24061239.0,2933239018.0,-195563769.0,0.0,4.61592699999999e+16,5.0,FIC de Fundo Multimercado,0
122,2,a0W3u00000AdGvIEAV,58,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,Come Cotas,Renda Fixa,50000.0,-24061239.0,2933239018.0,-195563769.0,0.0,4.61592699999999e+16,5.0,FIC de Fundo Multimercado,0
123,4,a0W3u00000AdGvIEAV,58,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,Come Cotas,Renda Fixa,50000.0,-24061239.0,2933239018.0,-195563769.0,0.0,4.61592699999999e+16,5.0,FIC de Fundo Multimercado,0
124,5,a0W3u00000AdGvIEAV,58,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,Come Cotas,Renda Fixa,50000.0,-24061239.0,2933239018.0,-195563769.0,0.0,4.61592699999999e+16,5.0,FIC de Fundo Multimercado,0
125,6,a0W3u00000AdGvIEAV,58,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,Come Cotas,Renda Fixa,50000.0,-24061239.0,2933239018.0,-195563769.0,0.0,4.61592699999999e+16,5.0,FIC de Fundo Multimercado,0
126,0,a0W3u00000AdGwLEAV,59,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,337390134.0,99195369293.0,465333596.0,-1040077939.0,123767663.0,4.0,FIC de Fundo Multimercado,1
127,1,a0W3u00000AdGwLEAV,59,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,337390134.0,99195369293.0,465333596.0,-1040077939.0,123767663.0,4.0,FIC de Fundo Multimercado,1
128,2,a0W3u00000AdGwLEAV,59,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,337390134.0,99195369293.0,465333596.0,-1040077939.0,123767663.0,4.0,FIC de Fundo Multimercado,1
129,3,a0W3u00000AdGwLEAV,59,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,337390134.0,99195369293.0,465333596.0,-1040077939.0,123767663.0,4.0,FIC de Fundo Multimercado,1
130,4,a0W3u00000AdGwLEAV,59,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,337390134.0,99195369293.0,465333596.0,-1040077939.0,123767663.0,4.0,FIC de Fundo Multimercado,1
131,5,a0W3u00000AdGwLEAV,59,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,337390134.0,99195369293.0,465333596.0,-1040077939.0,123767663.0,4.0,FIC de Fundo Multimercado,1
132,6,a0W3u00000AdGwLEAV,59,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,337390134.0,99195369293.0,465333596.0,-1040077939.0,123767663.0,4.0,FIC de Fundo Multimercado,1
133,0,a0W3u00000AdHSHEA3,73,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,15%,Renda Variável,50000.0,51474279.0,15966531112.0,1.66505969999999e+16,0.0,114442607.0,5.0,FIC de Fundo de Ações,0
134,1,a0W3u00000AdHSHEA3,73,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,15%,Renda Variável,50000.0,51474279.0,15966531112.0,1.66505969999999e+16,0.0,114442607.0,5.0,FIC de Fundo de Ações,0
135,2,a0W3u00000AdHSHEA3,73,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,15%,Renda Variável,50000.0,51474279.0,15966531112.0,1.66505969999999e+16,0.0,114442607.0,5.0,FIC de Fundo de Ações,0
136,4,a0W3u00000AdHSHEA3,73,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,15%,Renda Variável,50000.0,51474279.0,15966531112.0,1.66505969999999e+16,0.0,114442607.0,5.0,FIC de Fundo de Ações,0
137,5,a0W3u00000AdHSHEA3,73,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,15%,Renda Variável,50000.0,51474279.0,15966531112.0,1.66505969999999e+16,0.0,114442607.0,5.0,FIC de Fundo de Ações,0
138,6,a0W3u00000AdHSHEA3,73,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,15%,Renda Variável,50000.0,51474279.0,15966531112.0,1.66505969999999e+16,0.0,114442607.0,5.0,FIC de Fundo de Ações,0
139,0,a0W3u00000AdHaWEAV,77,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,255658577.0,130699921968.0,448535152.0,0.0,188068444.0,5.0,FIC de Fundo Multimercado,0
140,1,a0W3u00000AdHaWEAV,77,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,255658577.0,130699921968.0,448535152.0,0.0,188068444.0,5.0,FIC de Fundo Multimercado,0
141,2,a0W3u00000AdHaWEAV,77,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,255658577.0,130699921968.0,448535152.0,0.0,188068444.0,5.0,FIC de Fundo Multimercado,0
142,3,a0W3u00000AdHaWEAV,77,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,255658577.0,130699921968.0,448535152.0,0.0,188068444.0,5.0,FIC de Fundo Multimercado,0
143,4,a0W3u00000AdHaWEAV,77,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,255658577.0,130699921968.0,448535152.0,0.0,188068444.0,5.0,FIC de Fundo Multimercado,0
144,5,a0W3u00000AdHaWEAV,77,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,255658577.0,130699921968.0,448535152.0,0.0,188068444.0,5.0,FIC de Fundo Multimercado,0
145,6,a0W3u00000AdHaWEAV,77,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,255658577.0,130699921968.0,448535152.0,0.0,188068444.0,5.0,FIC de Fundo Multimercado,0
146,0,a0W3u00000AdHizEAF,80,20% sobre o que exceder a 100% do CDI,15%,Renda Variável,10000.0,12769821.0,42559937457.0,67372343.0,4378971169.0,54532884.0,5.0,FIC de Fundo de Ações,0
147,1,a0W3u00000AdHizEAF,80,20% sobre o que exceder a 100% do CDI,15%,Renda Variável,10000.0,12769821.0,42559937457.0,67372343.0,4378971169.0,54532884.0,5.0,FIC de Fundo de Ações,0
148,2,a0W3u00000AdHizEAF,80,20% sobre o que exceder a 100% do CDI,15%,Renda Variável,10000.0,12769821.0,42559937457.0,67372343.0,4378971169.0,54532884.0,5.0,FIC de Fundo de Ações,0
149,3,a0W3u00000AdHizEAF,80,20% sobre o que exceder a 100% do CDI,15%,Renda Variável,10000.0,12769821.0,42559937457.0,67372343.0,4378971169.0,54532884.0,5.0,FIC de Fundo de Ações,0
150,4,a0W3u00000AdHizEAF,80,20% sobre o que exceder a 100% do CDI,15%,Renda Variável,10000.0,12769821.0,42559937457.0,67372343.0,4378971169.0,54532884.0,5.0,FIC de Fundo de Ações,0
151,5,a0W3u00000AdHizEAF,80,20% sobre o que exceder a 100% do CDI,15%,Renda Variável,10000.0,12769821.0,42559937457.0,67372343.0,4378971169.0,54532884.0,5.0,FIC de Fundo de Ações,0
152,6,a0W3u00000AdHizEAF,80,20% sobre o que exceder a 100% do CDI,15%,Renda Variável,10000.0,12769821.0,42559937457.0,67372343.0,4378971169.0,54532884.0,5.0,FIC de Fundo de Ações,0
153,0,a0W3u00000AdHlKEAV,81,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,134759535.0,9804401009.0,234390182.0,0.0,98305881.0,5.0,FIC de Fundo de Ações,0
154,2,a0W3u00000AdHlKEAV,81,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,134759535.0,9804401009.0,234390182.0,0.0,98305881.0,5.0,FIC de Fundo de Ações,0
155,4,a0W3u00000AdHlKEAV,81,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,134759535.0,9804401009.0,234390182.0,0.0,98305881.0,5.0,FIC de Fundo de Ações,0
156,5,a0W3u00000AdHlKEAV,81,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,134759535.0,9804401009.0,234390182.0,0.0,98305881.0,5.0,FIC de Fundo de Ações,0
157,6,a0W3u00000AdHlKEAV,81,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,134759535.0,9804401009.0,234390182.0,0.0,98305881.0,5.0,FIC de Fundo de Ações,0
158,0,a0W3u00000AdJjVEAV,82,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,110372444.0,10830994344.0,108919829.0,0.0,-1436757.0,4.0,Fundo Multimercado,1
159,6,a0W3u00000AdJjVEAV,82,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,110372444.0,10830994344.0,108919829.0,0.0,-1436757.0,4.0,Fundo Multimercado,1
160,0,a0W3u00000AdJk9EAF,83,Não,Come Cotas,Renda Fixa,1000.0,47794058.0,1540658069.0,50958757.0,0.0,3149646.0,4.0,Fundo de Renda Fixa,1
161,2,a0W3u00000AdJk9EAF,83,Não,Come Cotas,Renda Fixa,1000.0,47794058.0,1540658069.0,50958757.0,0.0,3149646.0,4.0,Fundo de Renda Fixa,1
162,3,a0W3u00000AdJk9EAF,83,Não,Come Cotas,Renda Fixa,1000.0,47794058.0,1540658069.0,50958757.0,0.0,3149646.0,4.0,Fundo de Renda Fixa,1
163,5,a0W3u00000AdJk9EAF,83,Não,Come Cotas,Renda Fixa,1000.0,47794058.0,1540658069.0,50958757.0,0.0,3149646.0,4.0,Fundo de Renda Fixa,1
164,6,a0W3u00000AdJk9EAF,83,Não,Come Cotas,Renda Fixa,1000.0,47794058.0,1540658069.0,50958757.0,0.0,3149646.0,4.0,Fundo de Renda Fixa,1
165,0,a0W3u00000AdJkEEAV,84,Não,Come Cotas,Renda Fixa,1000.0,43260846.0,12987482621.0,50394545.0,2462016809.0,7102971.0,3.0,Fundo de Renda Fixa,1
166,2,a0W3u00000AdJkEEAV,84,Não,Come Cotas,Renda Fixa,1000.0,43260846.0,12987482621.0,50394545.0,2462016809.0,7102971.0,3.0,Fundo de Renda Fixa,1
167,3,a0W3u00000AdJkEEAV,84,Não,Come Cotas,Renda Fixa,1000.0,43260846.0,12987482621.0,50394545.0,2462016809.0,7102971.0,3.0,Fundo de Renda Fixa,1
168,4,a0W3u00000AdJkEEAV,84,Não,Come Cotas,Renda Fixa,1000.0,43260846.0,12987482621.0,50394545.0,2462016809.0,7102971.0,3.0,Fundo de Renda Fixa,1
169,5,a0W3u00000AdJkEEAV,84,Não,Come Cotas,Renda Fixa,1000.0,43260846.0,12987482621.0,50394545.0,2462016809.0,7102971.0,3.0,Fundo de Renda Fixa,1
170,6,a0W3u00000AdJkEEAV,84,Não,Come Cotas,Renda Fixa,1000.0,43260846.0,12987482621.0,50394545.0,2462016809.0,7102971.0,3.0,Fundo de Renda Fixa,1
171,0,a0W3u00000AdJtBEAV,87,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,4.554899e+16,246023019089.0,49445919.0,0.0,3879259.0,3.0,Fundo de Renda Fixa,1
172,2,a0W3u00000AdJtBEAV,87,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,4.554899e+16,246023019089.0,49445919.0,0.0,3879259.0,3.0,Fundo de Renda Fixa,1
173,0,a0W3u00000AdKOdEAN,91,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,1835557.0,33432563866.0,48862833.0,4533034039.0,30451368.0,5.0,FIC de Fundo Multimercado,0
174,1,a0W3u00000AdKOdEAN,91,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,1835557.0,33432563866.0,48862833.0,4533034039.0,30451368.0,5.0,FIC de Fundo Multimercado,0
175,2,a0W3u00000AdKOdEAN,91,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,1835557.0,33432563866.0,48862833.0,4533034039.0,30451368.0,5.0,FIC de Fundo Multimercado,0
176,4,a0W3u00000AdKOdEAN,91,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,1835557.0,33432563866.0,48862833.0,4533034039.0,30451368.0,5.0,FIC de Fundo Multimercado,0
177,5,a0W3u00000AdKOdEAN,91,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,1835557.0,33432563866.0,48862833.0,4533034039.0,30451368.0,5.0,FIC de Fundo Multimercado,0
178,6,a0W3u00000AdKOdEAN,91,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,1835557.0,33432563866.0,48862833.0,4533034039.0,30451368.0,5.0,FIC de Fundo Multimercado,0
179,0,a0W3u00000AdKZqEAN,95,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,512906387.0,30119953598.0,714912399.0,8662743598.0,192150491.0,5.0,FIC de Fundo de Ações,0
180,1,a0W3u00000AdKZqEAN,95,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,512906387.0,30119953598.0,714912399.0,8662743598.0,192150491.0,5.0,FIC de Fundo de Ações,0
181,2,a0W3u00000AdKZqEAN,95,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,512906387.0,30119953598.0,714912399.0,8662743598.0,192150491.0,5.0,FIC de Fundo de Ações,0
182,3,a0W3u00000AdKZqEAN,95,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,512906387.0,30119953598.0,714912399.0,8662743598.0,192150491.0,5.0,FIC de Fundo de Ações,0
183,4,a0W3u00000AdKZqEAN,95,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,512906387.0,30119953598.0,714912399.0,8662743598.0,192150491.0,5.0,FIC de Fundo de Ações,0
184,5,a0W3u00000AdKZqEAN,95,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,512906387.0,30119953598.0,714912399.0,8662743598.0,192150491.0,5.0,FIC de Fundo de Ações,0
185,6,a0W3u00000AdKZqEAN,95,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,512906387.0,30119953598.0,714912399.0,8662743598.0,192150491.0,5.0,FIC de Fundo de Ações,0
186,0,a0W3u00000AdKZvEAN,96,20% sobre o que exceder a 100% do IGPM + 6%,15%,Renda Variável,50000.0,454245281.0,7231894298.0,641676891.0,9443684129.0,179287557.0,5.0,FIC de Fundo de Ações,0
187,1,a0W3u00000AdKZvEAN,96,20% sobre o que exceder a 100% do IGPM + 6%,15%,Renda Variável,50000.0,454245281.0,7231894298.0,641676891.0,9443684129.0,179287557.0,5.0,FIC de Fundo de Ações,0
188,2,a0W3u00000AdKZvEAN,96,20% sobre o que exceder a 100% do IGPM + 6%,15%,Renda Variável,50000.0,454245281.0,7231894298.0,641676891.0,9443684129.0,179287557.0,5.0,FIC de Fundo de Ações,0
189,3,a0W3u00000AdKZvEAN,96,20% sobre o que exceder a 100% do IGPM + 6%,15%,Renda Variável,50000.0,454245281.0,7231894298.0,641676891.0,9443684129.0,179287557.0,5.0,FIC de Fundo de Ações,0
190,4,a0W3u00000AdKZvEAN,96,20% sobre o que exceder a 100% do IGPM + 6%,15%,Renda Variável,50000.0,454245281.0,7231894298.0,641676891.0,9443684129.0,179287557.0,5.0,FIC de Fundo de Ações,0
191,5,a0W3u00000AdKZvEAN,96,20% sobre o que exceder a 100% do IGPM + 6%,15%,Renda Variável,50000.0,454245281.0,7231894298.0,641676891.0,9443684129.0,179287557.0,5.0,FIC de Fundo de Ações,0
192,6,a0W3u00000AdKZvEAN,96,20% sobre o que exceder a 100% do IGPM + 6%,15%,Renda Variável,50000.0,454245281.0,7231894298.0,641676891.0,9443684129.0,179287557.0,5.0,FIC de Fundo de Ações,0
193,0,a0W3u00000AdKeHEAV,97,20% sobre o que exceder a 100% do IBRX,15%,Renda Variável,50000.0,211371729.0,75733878959.0,472032133.0,15129075894.0,255264827.0,5.0,FIC de Fundo de Ações,0
194,1,a0W3u00000AdKeHEAV,97,20% sobre o que exceder a 100% do IBRX,15%,Renda Variável,50000.0,211371729.0,75733878959.0,472032133.0,15129075894.0,255264827.0,5.0,FIC de Fundo de Ações,0
195,2,a0W3u00000AdKeHEAV,97,20% sobre o que exceder a 100% do IBRX,15%,Renda Variável,50000.0,211371729.0,75733878959.0,472032133.0,15129075894.0,255264827.0,5.0,FIC de Fundo de Ações,0
196,3,a0W3u00000AdKeHEAV,97,20% sobre o que exceder a 100% do IBRX,15%,Renda Variável,50000.0,211371729.0,75733878959.0,472032133.0,15129075894.0,255264827.0,5.0,FIC de Fundo de Ações,0
197,4,a0W3u00000AdKeHEAV,97,20% sobre o que exceder a 100% do IBRX,15%,Renda Variável,50000.0,211371729.0,75733878959.0,472032133.0,15129075894.0,255264827.0,5.0,FIC de Fundo de Ações,0
198,5,a0W3u00000AdKeHEAV,97,20% sobre o que exceder a 100% do IBRX,15%,Renda Variável,50000.0,211371729.0,75733878959.0,472032133.0,15129075894.0,255264827.0,5.0,FIC de Fundo de Ações,0
199,6,a0W3u00000AdKeHEAV,97,20% sobre o que exceder a 100% do IBRX,15%,Renda Variável,50000.0,211371729.0,75733878959.0,472032133.0,15129075894.0,255264827.0,5.0,FIC de Fundo de Ações,0
200,0,a0W3u00000AdL87EAF,106,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,52070526.0,58855702754.0,53223048.0,2371191004.0,1146552.0,3.0,Fundo de Renda Fixa,1
201,2,a0W3u00000AdL87EAF,106,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,52070526.0,58855702754.0,53223048.0,2371191004.0,1146552.0,3.0,Fundo de Renda Fixa,1
202,4,a0W3u00000AdL87EAF,106,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,52070526.0,58855702754.0,53223048.0,2371191004.0,1146552.0,3.0,Fundo de Renda Fixa,1
203,5,a0W3u00000AdL87EAF,106,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,52070526.0,58855702754.0,53223048.0,2371191004.0,1146552.0,3.0,Fundo de Renda Fixa,1
204,6,a0W3u00000AdL87EAF,106,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,52070526.0,58855702754.0,53223048.0,2371191004.0,1146552.0,3.0,Fundo de Renda Fixa,1
205,0,a0W3u00000AdLF8EAN,107,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,1030488.0,26498139316.0,210403979.0,19837775423.0,209351918.0,5.0,Fundo de Ações,0
206,1,a0W3u00000AdLF8EAN,107,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,1030488.0,26498139316.0,210403979.0,19837775423.0,209351918.0,5.0,Fundo de Ações,0
207,2,a0W3u00000AdLF8EAN,107,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,1030488.0,26498139316.0,210403979.0,19837775423.0,209351918.0,5.0,Fundo de Ações,0
208,3,a0W3u00000AdLF8EAN,107,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,1030488.0,26498139316.0,210403979.0,19837775423.0,209351918.0,5.0,Fundo de Ações,0
209,4,a0W3u00000AdLF8EAN,107,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,1030488.0,26498139316.0,210403979.0,19837775423.0,209351918.0,5.0,Fundo de Ações,0
210,5,a0W3u00000AdLF8EAN,107,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,1030488.0,26498139316.0,210403979.0,19837775423.0,209351918.0,5.0,Fundo de Ações,0
211,6,a0W3u00000AdLF8EAN,107,15% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,1030488.0,26498139316.0,210403979.0,19837775423.0,209351918.0,5.0,Fundo de Ações,0
212,0,a0W3u00000AdLFDEA3,108,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,123545157.0,9482444553.0,323072001.0,9882955538.0,197091869.0,5.0,Fundo de Ações,0
213,3,a0W3u00000AdLFDEA3,108,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,123545157.0,9482444553.0,323072001.0,9882955538.0,197091869.0,5.0,Fundo de Ações,0
214,4,a0W3u00000AdLFDEA3,108,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,50000.0,123545157.0,9482444553.0,323072001.0,9882955538.0,197091869.0,5.0,Fundo de Ações,0
215,0,a0W3u00000AdMSVEA3,113,20% sobre o que exceder a 104% do CDI,Come Cotas,Renda Fixa,50000.0,52201411.0,12469740630.0,55958436.0,2643471305.0,3737514.0,4.0,FIC de Fundo Multimercado,1
216,2,a0W3u00000AdMSVEA3,113,20% sobre o que exceder a 104% do CDI,Come Cotas,Renda Fixa,50000.0,52201411.0,12469740630.0,55958436.0,2643471305.0,3737514.0,4.0,FIC de Fundo Multimercado,1
217,6,a0W3u00000AdMSVEA3,113,20% sobre o que exceder a 104% do CDI,Come Cotas,Renda Fixa,50000.0,52201411.0,12469740630.0,55958436.0,2643471305.0,3737514.0,4.0,FIC de Fundo Multimercado,1
218,0,a0W3u00000AdMUCEA3,115,20% sobre o que exceder a 100% do IMAB5,Come Cotas,Renda Fixa,50000.0,80423395.0,6494895192.0,96912568.0,3648504309.0,1635762.0,4.0,FIC de Fundo Multimercado,1
219,3,a0W3u00000AdMUCEA3,115,20% sobre o que exceder a 100% do IMAB5,Come Cotas,Renda Fixa,50000.0,80423395.0,6494895192.0,96912568.0,3648504309.0,1635762.0,4.0,FIC de Fundo Multimercado,1
220,4,a0W3u00000AdMUCEA3,115,20% sobre o que exceder a 100% do IMAB5,Come Cotas,Renda Fixa,50000.0,80423395.0,6494895192.0,96912568.0,3648504309.0,1635762.0,4.0,FIC de Fundo Multimercado,1
221,6,a0W3u00000AdMUCEA3,115,20% sobre o que exceder a 100% do IMAB5,Come Cotas,Renda Fixa,50000.0,80423395.0,6494895192.0,96912568.0,3648504309.0,1635762.0,4.0,FIC de Fundo Multimercado,1
222,0,a0W3u00000AdMZREA3,117,Não,Come Cotas,Renda Fixa,5000.0,46461238.0,422569491192.0,49963182.0,2336742674.0,3485748.0,3.0,FIC de Fundo de Renda Fixa,1
223,2,a0W3u00000AdMZREA3,117,Não,Come Cotas,Renda Fixa,5000.0,46461238.0,422569491192.0,49963182.0,2336742674.0,3485748.0,3.0,FIC de Fundo de Renda Fixa,1
224,3,a0W3u00000AdMZREA3,117,Não,Come Cotas,Renda Fixa,5000.0,46461238.0,422569491192.0,49963182.0,2336742674.0,3485748.0,3.0,FIC de Fundo de Renda Fixa,1
225,4,a0W3u00000AdMZREA3,117,Não,Come Cotas,Renda Fixa,5000.0,46461238.0,422569491192.0,49963182.0,2336742674.0,3485748.0,3.0,FIC de Fundo de Renda Fixa,1
226,5,a0W3u00000AdMZREA3,117,Não,Come Cotas,Renda Fixa,5000.0,46461238.0,422569491192.0,49963182.0,2336742674.0,3485748.0,3.0,FIC de Fundo de Renda Fixa,1
227,6,a0W3u00000AdMZREA3,117,Não,Come Cotas,Renda Fixa,5000.0,46461238.0,422569491192.0,49963182.0,2336742674.0,3485748.0,3.0,FIC de Fundo de Renda Fixa,1
228,0,a0W3u00000AdMqnEAF,120,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,134458246.0,17790848339.0,292305407.0,16567965897.0,155752935.0,5.0,FIC de Fundo de Ações,0
229,2,a0W3u00000AdMqnEAF,120,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,134458246.0,17790848339.0,292305407.0,16567965897.0,155752935.0,5.0,FIC de Fundo de Ações,0
230,3,a0W3u00000AdMqnEAF,120,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,134458246.0,17790848339.0,292305407.0,16567965897.0,155752935.0,5.0,FIC de Fundo de Ações,0
231,4,a0W3u00000AdMqnEAF,120,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,134458246.0,17790848339.0,292305407.0,16567965897.0,155752935.0,5.0,FIC de Fundo de Ações,0
232,5,a0W3u00000AdMqnEAF,120,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,134458246.0,17790848339.0,292305407.0,16567965897.0,155752935.0,5.0,FIC de Fundo de Ações,0
233,6,a0W3u00000AdMqnEAF,120,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,134458246.0,17790848339.0,292305407.0,16567965897.0,155752935.0,5.0,FIC de Fundo de Ações,0
234,0,a0W3u00000AdNDnEAN,122,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,500000.0,29581223.0,17031912746.0,48601715.0,324922225.0,18964393.0,4.0,FIC de Fundo Multimercado,2
235,0,a0W3u00000AdNpmEAF,123,Não,Come Cotas,Renda Fixa,5000.0,-46103856.0,1295586931.0,63986009.0,0.0,110599773.0,5.0,FIC de Fundo Multimercado,0
236,1,a0W3u00000AdNpmEAF,123,Não,Come Cotas,Renda Fixa,5000.0,-46103856.0,1295586931.0,63986009.0,0.0,110599773.0,5.0,FIC de Fundo Multimercado,0
237,2,a0W3u00000AdNpmEAF,123,Não,Come Cotas,Renda Fixa,5000.0,-46103856.0,1295586931.0,63986009.0,0.0,110599773.0,5.0,FIC de Fundo Multimercado,0
238,3,a0W3u00000AdNpmEAF,123,Não,Come Cotas,Renda Fixa,5000.0,-46103856.0,1295586931.0,63986009.0,0.0,110599773.0,5.0,FIC de Fundo Multimercado,0
239,4,a0W3u00000AdNpmEAF,123,Não,Come Cotas,Renda Fixa,5000.0,-46103856.0,1295586931.0,63986009.0,0.0,110599773.0,5.0,FIC de Fundo Multimercado,0
240,5,a0W3u00000AdNpmEAF,123,Não,Come Cotas,Renda Fixa,5000.0,-46103856.0,1295586931.0,63986009.0,0.0,110599773.0,5.0,FIC de Fundo Multimercado,0
241,6,a0W3u00000AdNpmEAF,123,Não,Come Cotas,Renda Fixa,5000.0,-46103856.0,1295586931.0,63986009.0,0.0,110599773.0,5.0,FIC de Fundo Multimercado,0
242,0,a0W3u00000AdO7IEAV,127,Não,Come Cotas,Renda Fixa,5000.0,18250878.0,2702260862.0,92745384.0,6885810167.0,74358794.0,4.0,FIC de Fundo Multimercado,1
243,1,a0W3u00000AdO7IEAV,127,Não,Come Cotas,Renda Fixa,5000.0,18250878.0,2702260862.0,92745384.0,6885810167.0,74358794.0,4.0,FIC de Fundo Multimercado,1
244,2,a0W3u00000AdO7IEAV,127,Não,Come Cotas,Renda Fixa,5000.0,18250878.0,2702260862.0,92745384.0,6885810167.0,74358794.0,4.0,FIC de Fundo Multimercado,1
245,3,a0W3u00000AdO7IEAV,127,Não,Come Cotas,Renda Fixa,5000.0,18250878.0,2702260862.0,92745384.0,6885810167.0,74358794.0,4.0,FIC de Fundo Multimercado,1
246,4,a0W3u00000AdO7IEAV,127,Não,Come Cotas,Renda Fixa,5000.0,18250878.0,2702260862.0,92745384.0,6885810167.0,74358794.0,4.0,FIC de Fundo Multimercado,1
