,label_cli,ProdutoId,Unnamed: 0,DescricaoTaxaPerformance__c,DescricaoTributacao__c,FamiliaCarteira__c,FiltroValorMinimo__c,LucroMesAnterior__c,PatrimonioLiquidoAtual__c,RentabilidadeAno__c,RentabilidadeFundoUltimos36Meses__c,RentabilidadeMes__c,RiscoAtivo__c,TipoCarteira__c,label
247,5,a0W3u00000AdO7IEAV,127,Não,Come Cotas,Renda Fixa,5000.0,18250878.0,2702260862.0,92745384.0,6885810167.0,74358794.0,4.0,FIC de Fundo Multimercado,1
248,6,a0W3u00000AdO7IEAV,127,Não,Come Cotas,Renda Fixa,5000.0,18250878.0,2702260862.0,92745384.0,6885810167.0,74358794.0,4.0,FIC de Fundo Multimercado,1
249,0,a0W3u00000AdOBNEA3,128,Não,Come Cotas,Renda Fixa,5000.0,31936446.0,3898684259.0,71210367.0,5268533744.0,39148894.0,3.0,FIC de Fundo Multimercado,1
250,1,a0W3u00000AdOBNEA3,128,Não,Come Cotas,Renda Fixa,5000.0,31936446.0,3898684259.0,71210367.0,5268533744.0,39148894.0,3.0,FIC de Fundo Multimercado,1
251,2,a0W3u00000AdOBNEA3,128,Não,Come Cotas,Renda Fixa,5000.0,31936446.0,3898684259.0,71210367.0,5268533744.0,39148894.0,3.0,FIC de Fundo Multimercado,1
252,3,a0W3u00000AdOBNEA3,128,Não,Come Cotas,Renda Fixa,5000.0,31936446.0,3898684259.0,71210367.0,5268533744.0,39148894.0,3.0,FIC de Fundo Multimercado,1
253,4,a0W3u00000AdOBNEA3,128,Não,Come Cotas,Renda Fixa,5000.0,31936446.0,3898684259.0,71210367.0,5268533744.0,39148894.0,3.0,FIC de Fundo Multimercado,1
254,5,a0W3u00000AdOBNEA3,128,Não,Come Cotas,Renda Fixa,5000.0,31936446.0,3898684259.0,71210367.0,5268533744.0,39148894.0,3.0,FIC de Fundo Multimercado,1
255,6,a0W3u00000AdOBNEA3,128,Não,Come Cotas,Renda Fixa,5000.0,31936446.0,3898684259.0,71210367.0,5268533744.0,39148894.0,3.0,FIC de Fundo Multimercado,1
256,0,a0W3u00000AdOHLEA3,129,Não,Come Cotas,Renda Fixa,1000.0,40697418.0,4138986989.0,44499209.0,258779195.0,3786382.0,4.0,FIC de Fundo de Renda Fixa,1
257,2,a0W3u00000AdOHLEA3,129,Não,Come Cotas,Renda Fixa,1000.0,40697418.0,4138986989.0,44499209.0,258779195.0,3786382.0,4.0,FIC de Fundo de Renda Fixa,1
258,3,a0W3u00000AdOHLEA3,129,Não,Come Cotas,Renda Fixa,1000.0,40697418.0,4138986989.0,44499209.0,258779195.0,3786382.0,4.0,FIC de Fundo de Renda Fixa,1
259,4,a0W3u00000AdOHLEA3,129,Não,Come Cotas,Renda Fixa,1000.0,40697418.0,4138986989.0,44499209.0,258779195.0,3786382.0,4.0,FIC de Fundo de Renda Fixa,1
260,5,a0W3u00000AdOHLEA3,129,Não,Come Cotas,Renda Fixa,1000.0,40697418.0,4138986989.0,44499209.0,258779195.0,3786382.0,4.0,FIC de Fundo de Renda Fixa,1
261,6,a0W3u00000AdOHLEA3,129,Não,Come Cotas,Renda Fixa,1000.0,40697418.0,4138986989.0,44499209.0,258779195.0,3786382.0,4.0,FIC de Fundo de Renda Fixa,1
262,0,a0W3u00000AdOQFEA3,130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
263,1,a0W3u00000AdOQFEA3,130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
264,2,a0W3u00000AdOQFEA3,130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
265,3,a0W3u00000AdOQFEA3,130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
266,4,a0W3u00000AdOQFEA3,130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
267,5,a0W3u00000AdOQFEA3,130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
268,6,a0W3u00000AdOQFEA3,130,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,-2.68289129999999e+16,1557853109.0,89940585.0,0.0,368105587.0,5.0,Fundo de Ações,0
269,0,a0W3u00000AdOQZEA3,131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
270,1,a0W3u00000AdOQZEA3,131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
271,2,a0W3u00000AdOQZEA3,131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
272,3,a0W3u00000AdOQZEA3,131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
273,4,a0W3u00000AdOQZEA3,131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
274,5,a0W3u00000AdOQZEA3,131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
275,6,a0W3u00000AdOQZEA3,131,15% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,5000.0,-337498145.0,1490459639.0,-182261644.0,0.0,160658703.0,3.0,Fundo Multimercado,1
276,0,a0W3u00000CWHITEA5,153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
277,1,a0W3u00000CWHITEA5,153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
278,2,a0W3u00000CWHITEA5,153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
279,3,a0W3u00000CWHITEA5,153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
280,4,a0W3u00000CWHITEA5,153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
281,5,a0W3u00000CWHITEA5,153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
282,6,a0W3u00000CWHITEA5,153,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,42088944.0,6717709221.0,354202357.0,12411185066.0,310805266.0,5.0,Fundo de Ações,0
283,0,a0W3u00000CWHIYEA5,154,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,85082421.0,268781420.0,136774535.0,3531427894.0,51256016.0,3.0,Fundo Multimercado,1
284,2,a0W3u00000CWHIYEA5,154,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,85082421.0,268781420.0,136774535.0,3531427894.0,51256016.0,3.0,Fundo Multimercado,1
285,3,a0W3u00000CWHIYEA5,154,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,85082421.0,268781420.0,136774535.0,3531427894.0,51256016.0,3.0,Fundo Multimercado,1
286,4,a0W3u00000CWHIYEA5,154,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,85082421.0,268781420.0,136774535.0,3531427894.0,51256016.0,3.0,Fundo Multimercado,1
287,6,a0W3u00000CWHIYEA5,154,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,85082421.0,268781420.0,136774535.0,3531427894.0,51256016.0,3.0,Fundo Multimercado,1
288,0,a0W3u00000CWNtmEAH,168,20% sobre o que exceder a 100% do IBRX-50,15%,Renda Variável,10000.0,-1208798.0,3830619443.0,152599811.0,0.0,153827203.0,5.0,Fundo de Ações,0
289,4,a0W3u00000CWNtmEAH,168,20% sobre o que exceder a 100% do IBRX-50,15%,Renda Variável,10000.0,-1208798.0,3830619443.0,152599811.0,0.0,153827203.0,5.0,Fundo de Ações,0
290,0,a0W3u00000CWOaMEAX,174,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,5000.0,706956.0,11143489254.0,250131734.0,9648695965.0,249407146.0,5.0,FIC de Fundo de Ações,0
291,0,a0W3u00000CWOmHEAX,178,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,50000.0,72091468.0,27527152845.0,279847431.0,0.0,206268941.0,5.0,FIC de Fundo de Ações,0
292,5,a0W3u00000CWOmHEAX,178,20% sobre o que exceder a 100% do IBRX-100,15%,Renda Variável,50000.0,72091468.0,27527152845.0,279847431.0,0.0,206268941.0,5.0,FIC de Fundo de Ações,0
293,0,a0W3u00000CWQQMEA5,188,20% sobre o que exceder 100% do índice IDIV,15%,Renda Variável,5000.0,700287251.0,2122135431.0,889932753.0,0.0,177234029.0,5.0,FIC de Fundo de Ações,0
294,5,a0W3u00000CWQQMEA5,188,20% sobre o que exceder 100% do índice IDIV,15%,Renda Variável,5000.0,700287251.0,2122135431.0,889932753.0,0.0,177234029.0,5.0,FIC de Fundo de Ações,0
295,0,a0W6A000005fMbsUAE,190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
296,1,a0W6A000005fMbsUAE,190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
297,2,a0W6A000005fMbsUAE,190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
298,3,a0W6A000005fMbsUAE,190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
299,4,a0W6A000005fMbsUAE,190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
300,5,a0W6A000005fMbsUAE,190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
301,6,a0W6A000005fMbsUAE,190,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,-27883538.0,88648858548.0,58574465.0,17673444347.0,347087882.0,5.0,FIC de Fundo de Ações,0
302,0,a0W6A000008FwYQUA0,191,Não,Come Cotas,Renda Fixa,300.0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
303,1,a0W6A000008FwYQUA0,191,Não,Come Cotas,Renda Fixa,300.0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
304,2,a0W6A000008FwYQUA0,191,Não,Come Cotas,Renda Fixa,300.0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
305,3,a0W6A000008FwYQUA0,191,Não,Come Cotas,Renda Fixa,300.0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
306,4,a0W6A000008FwYQUA0,191,Não,Come Cotas,Renda Fixa,300.0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
307,5,a0W6A000008FwYQUA0,191,Não,Come Cotas,Renda Fixa,300.0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
308,6,a0W6A000008FwYQUA0,191,Não,Come Cotas,Renda Fixa,300.0,29482476.0,23917191.0,38427984.0,3407720449.0,8919212.0,3.0,FIC de Fundo de Renda Fixa,1
309,0,a0W6A000009GZVHUA4,192,Não,Come Cotas,Renda Fixa,10000.0,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
310,1,a0W6A000009GZVHUA4,192,Não,Come Cotas,Renda Fixa,10000.0,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
311,2,a0W6A000009GZVHUA4,192,Não,Come Cotas,Renda Fixa,10000.0,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
312,3,a0W6A000009GZVHUA4,192,Não,Come Cotas,Renda Fixa,10000.0,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
313,4,a0W6A000009GZVHUA4,192,Não,Come Cotas,Renda Fixa,10000.0,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
314,5,a0W6A000009GZVHUA4,192,Não,Come Cotas,Renda Fixa,10000.0,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
315,6,a0W6A000009GZVHUA4,192,Não,Come Cotas,Renda Fixa,10000.0,672689556.0,0.0,590234825.0,4381325326.0,-77257687.0,4.0,FIC de Fundo Cambial,1
316,0,a0W6A000009GZdgUAG,193,Não,Come Cotas,Renda Fixa,300.0,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
317,1,a0W6A000009GZdgUAG,193,Não,Come Cotas,Renda Fixa,300.0,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
318,2,a0W6A000009GZdgUAG,193,Não,Come Cotas,Renda Fixa,300.0,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
319,3,a0W6A000009GZdgUAG,193,Não,Come Cotas,Renda Fixa,300.0,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
320,4,a0W6A000009GZdgUAG,193,Não,Come Cotas,Renda Fixa,300.0,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
321,5,a0W6A000009GZdgUAG,193,Não,Come Cotas,Renda Fixa,300.0,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
322,6,a0W6A000009GZdgUAG,193,Não,Come Cotas,Renda Fixa,300.0,37292278.0,25186113121.0,42399821.0,0.0,5088567.0,1.0,Fundo de Renda Fixa,1
323,0,a0W6A000009GbXIUA0,194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
324,1,a0W6A000009GbXIUA0,194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
325,2,a0W6A000009GbXIUA0,194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
326,3,a0W6A000009GbXIUA0,194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
327,4,a0W6A000009GbXIUA0,194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
328,5,a0W6A000009GbXIUA0,194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
329,6,a0W6A000009GbXIUA0,194,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,17999931.0,2039679556.0,24260029.0,0.0,6248851.0,3.0,Fundo Multimercado,1
330,0,a0W6A000009IJjgUAG,196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
331,1,a0W6A000009IJjgUAG,196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
332,2,a0W6A000009IJjgUAG,196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
333,3,a0W6A000009IJjgUAG,196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
334,4,a0W6A000009IJjgUAG,196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
335,5,a0W6A000009IJjgUAG,196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
336,6,a0W6A000009IJjgUAG,196,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,36634856.0,1863667581.0,42627543.0,0.0,5970813.0,3.0,FIC de Fundo de Renda Fixa,1
337,0,a0W6A000009Ky7bUAC,197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
338,1,a0W6A000009Ky7bUAC,197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
339,2,a0W6A000009Ky7bUAC,197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
340,3,a0W6A000009Ky7bUAC,197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
341,4,a0W6A000009Ky7bUAC,197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
342,5,a0W6A000009Ky7bUAC,197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
343,6,a0W6A000009Ky7bUAC,197,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,117637545.0,654196654.0,112947192.0,0.0,-4635818.0,4.0,FIC de Fundo Multimercado,1
344,0,a0W6A000009KycOUAS,198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
345,1,a0W6A000009KycOUAS,198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
346,2,a0W6A000009KycOUAS,198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
347,3,a0W6A000009KycOUAS,198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
348,4,a0W6A000009KycOUAS,198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
349,5,a0W6A000009KycOUAS,198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
350,6,a0W6A000009KycOUAS,198,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,46721719.0,284670136.0,58563298.0,0.0,1178651.0,4.0,FIC de Fundo Multimercado,1
351,0,a0W6A000009L0FgUAK,199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
352,1,a0W6A000009L0FgUAK,199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
353,2,a0W6A000009L0FgUAK,199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
354,3,a0W6A000009L0FgUAK,199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
355,4,a0W6A000009L0FgUAK,199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
356,5,a0W6A000009L0FgUAK,199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
357,6,a0W6A000009L0FgUAK,199,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,300.0,-1328571.0,179961276.0,28042024.0,0.0,29374498.0,4.0,Fundo Multimercado,1
358,0,a0W6A000009R6mvUAC,200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
359,1,a0W6A000009R6mvUAC,200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
360,2,a0W6A000009R6mvUAC,200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
361,3,a0W6A000009R6mvUAC,200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
362,4,a0W6A000009R6mvUAC,200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
363,5,a0W6A000009R6mvUAC,200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
364,6,a0W6A000009R6mvUAC,200,10% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,86006479.0,6528205445.0,144783137.0,0.0,58275451.0,4.0,FIC de Fundo Multimercado,1
365,0,a0W6A000009agwtUAA,201,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,59634587.0,0.0,86805228.0,3074847556.0,27009571.0,3.0,Fundo Multimercado,1
366,1,a0W6A000009agwtUAA,201,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,59634587.0,0.0,86805228.0,3074847556.0,27009571.0,3.0,Fundo Multimercado,1
367,2,a0W6A000009agwtUAA,201,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,59634587.0,0.0,86805228.0,3074847556.0,27009571.0,3.0,Fundo Multimercado,1
368,3,a0W6A000009agwtUAA,201,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,59634587.0,0.0,86805228.0,3074847556.0,27009571.0,3.0,Fundo Multimercado,1
369,6,a0W6A000009agwtUAA,201,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,59634587.0,0.0,86805228.0,3074847556.0,27009571.0,3.0,Fundo Multimercado,1
370,0,a0W6A000009ai38UAA,202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
371,1,a0W6A000009ai38UAA,202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
372,2,a0W6A000009ai38UAA,202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
373,3,a0W6A000009ai38UAA,202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
374,4,a0W6A000009ai38UAA,202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
375,5,a0W6A000009ai38UAA,202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
376,6,a0W6A000009ai38UAA,202,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,10000.0,37941235.0,0.0,43812035.0,239527277.0,584861.0,2.0,Fundo de Renda Fixa,1
377,0,a0W6A000009lsp4UAA,203,Não,Come Cotas,Renda Fixa,30000.0,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
378,1,a0W6A000009lsp4UAA,203,Não,Come Cotas,Renda Fixa,30000.0,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
379,2,a0W6A000009lsp4UAA,203,Não,Come Cotas,Renda Fixa,30000.0,37811605.0,364783412025.0,42789089.0,2289058569.0,4958734.0,2.0,Fundo de Renda Fixa,1
