,DescontoIR__c,DescricaoCarencia__c,DescricaoEmissor__c,DescricaoProduto__c,DiasVencimento__c,FiltroValorMinimo__c,ProdutoId,RiscoAtivo__c,TaxaEmissao__c,TaxaPreEmissao__c,TipoIndexador__c,Indice_Basileia,Indice_Imobilizacao,label
153,15.0,No venc.,BANCO ABC BRASIL,LCA POS,1460.0,10000.0,a0W3u00000CWPvCEAX,2.0,102.5,0.0,CDI,0.1741,0.0053,2
154,15.0,No venc.,BANCO PINE S.A.,CDB PRE,1440.0,5000.0,a0W3u00000CWQCIEA5,4.0,0.0,7.37,Pré fixado,0.1232,0.2278,0
155,15.0,No venc.,BANCO PINE S.A.,CDB POS,1827.0,5000.0,a0W3u00000CWQCXEA5,5.0,100.0,3.85,IPCA,0.1232,0.2278,0
156,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1802.0,1000.0,a0W3u00000CWQJGEA5,4.0,100.0,1.33,,0.138,0.1906,0
157,15.0,No venc.,BANCO BTG PACTUAL S.A.,LCI POS,1081.0,1000.0,a0W3u00000CWQJaEAP,2.0,98.0,0.0,CDI,0.1457,0.4956,1
158,15.0,No venc.,BANCO INDUSVAL S.A.,CDB POS,1081.0,5000.0,a0W3u00000CWQa5EAH,4.0,123.0,0.0,CDI,0.0197,1.0,3
159,15.0,No venc.,BANCO INDUSVAL S.A.,CDB POS,1440.0,5000.0,a0W3u00000CWQaAEAX,5.0,124.0,0.0,CDI,0.0197,1.0,2
160,15.0,No venc.,BANCO MÁXIMA S.A.,CDB PRE 1,2160.0,1000.0,a0W3u00000CWQcVEAX,5.0,0.0,10.0,Pré fixado,0.0322,0.2625,2
161,15.0,No venc.,BANCO BMG S.A.,CDB PRE 1,1802.0,1000.0,a0W3u00000CWQeyEAH,4.0,0.0,7.64,Pré fixado,0.138,0.1906,2
162,15.0,No venc.,BDMG S.A.,LCA POS,731.0,10000.0,a0W3u00000CWQiREAX,3.0,97.0,0.0,CDI,0.0,0.0,2
163,15.0,No venc.,BDMG S.A.,LCA POS,1095.0,10000.0,a0W3u00000CWQiWEAX,3.0,99.0,0.0,CDI,0.0,0.0,1
164,17.5,No venc.,PORTOCRED FINANCEIRA SA,LC POS,361.0,1000.0,a0W3u00000CWR56EAH,5.0,131.0,0.0,CDI,0.2605,0.0868,4
165,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC POS,721.0,1000.0,a0W3u00000CWR5BEAX,5.0,132.0,0.0,CDI,0.2605,0.0868,4
166,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC POS,1081.0,1000.0,a0W3u00000CWR5GEAX,5.0,133.0,0.0,CDI,0.2605,0.0868,0
167,20.0,No venc.,BANCO ALFA S/A,LCA POS,301.0,10000.0,a0W3u00000CWRdXEAX,3.0,100.0,0.0,CDI,0.2085,0.14400000000000002,0
168,15.0,No venc.,OMNI BANCO S.A,CDB PRE,1081.0,10000.0,a0W3u00000CWRdhEAH,3.0,0.0,7.06,Pré fixado,0.1186,0.0296,0
169,22.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,LCA POS,179.0,10000.0,a0W3u00000CWRg2EAH,2.0,96.0,0.0,CDI,0.2851,0.0067,0
170,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC PRE,721.0,1000.0,a0W3u00000CWRgCEAX,5.0,0.0,6.43,Pré fixado,0.2605,0.0868,4
171,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC PRE,1081.0,1000.0,a0W3u00000CWRgHEAX,5.0,0.0,7.05,Pré fixado,0.2605,0.0868,0
172,15.0,No venc.,BANCO DAYCOVAL,CDB PRE,2160.0,20000.0,a0W3u00000CWRgREAX,0.0,0.0,6.59,Pré fixado,0.1577,0.2419,1
173,17.5,No venc.,AVISTA S.A.,LC POS,361.0,5000.0,a0W3u00000CWRhZEAX,5.0,116.0,0.0,CDI,0.0,0.0,0
174,15.0,No venc.,AVISTA S.A.,LC POS,721.0,5000.0,a0W3u00000CWRheEAH,5.0,120.0,0.0,CDI,0.0,0.0,0
175,15.0,No venc.,AVISTA S.A.,LC POS,1081.0,5000.0,a0W3u00000CWRhjEAH,5.0,121.0,0.0,CDI,0.0,0.0,2
176,15.0,No venc.,AVISTA S.A.,LC POS,1440.0,5000.0,a0W3u00000CWRhoEAH,5.0,122.0,0.0,CDI,0.0,0.0,4
177,15.0,No venc.,AVISTA S.A.,LC POS,1802.0,5000.0,a0W3u00000CWRhtEAH,5.0,124.0,0.0,CDI,0.0,0.0,4
178,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1104.0,1000.0,a0W3u00000CWS2dEAH,3.0,100.0,3.18,IPCA,0.138,0.1906,4
179,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1469.0,1000.0,a0W3u00000CWS2iEAH,4.0,100.0,3.72,IPCA,0.138,0.1906,1
