"ProdutoId";"TipoCarteira__c";"NomeInvestimento__c"
a0W3u00000AdK1AEAV;"";CDB
a0W3u00000AdK1FEAV;"";CDB
a0W3u00000AdK1KEAV;"";CDB
a0W3u00000AdK1PEAV;"";CDB
a0W3u00000AdK1UEAV;"";CDB
a0W3u00000AdK1ZEAV;"";CDB
a0W3u00000AdK1eEAF;"";CDB
a0W3u00000AdK1jEAF;"";LCI
a0W3u00000AdK1oEAF;"";LCI
a0W3u00000AdK28EAF;"";LCA
a0W3u00000AdK2mEAF;"";CDB
a0W3u00000AdK6oEAF;"";CDB
a0W3u00000AdK6tEAF;"";CDB
a0W3u00000AdK6yEAF;"";CDB
a0W3u00000AdK73EAF;"";CDB
a0W3u00000AdK7NEAV;"";CDB
a0W3u00000AdK7SEAV;"";CDB
a0W3u00000AdK7XEAV;"";CDB
a0W3u00000AdK7cEAF;"";CDB
a0W3u00000AdK7hEAF;"";CDB
a0W3u00000AdK7mEAF;"";CDB
a0W3u00000AdK7rEAF;"";CDB
a0W3u00000AdK7wEAF;"";CDB
a0W3u00000AdK86EAF;"";CDB
a0W3u00000AdK8BEAV;"";CDB
a0W3u00000AdK8GEAV;"";CDB
a0W3u00000AdK8LEAV;"";CDB
a0W3u00000AdK8QEAV;"";CDB
a0W3u00000AdK8VEAV;"";CDB
a0W3u00000AdK8aEAF;"";CDB
a0W3u00000AdK8fEAF;"";CDB
a0W3u00000AdK8kEAF;"";LCA
a0W3u00000AdK8pEAF;"";CDB
a0W3u00000AdK8uEAF;"";CDB
a0W3u00000AdK8zEAF;"";CDB
a0W3u00000AdK94EAF;"";CDB
a0W3u00000AdK99EAF;"";CDB
a0W3u00000AdK9EEAV;"";LCI
a0W3u00000AdKAqEAN;FIC de Fundo de Ações;ATLAS ONE FIC FIA
a0W3u00000AdKKREA3;"";CDB
a0W3u00000AdKKWEA3;"";CDB
a0W3u00000AdKKbEAN;"";CDB
a0W3u00000AdKKgEAN;"";CDB
a0W3u00000AdKKlEAN;"";CDB
a0W3u00000AdKKqEAN;"";CDB
a0W3u00000AdKKvEAN;"";CDB
a0W3u00000AdKL5EAN;"";CDB
a0W3u00000AdKLAEA3;"";CDB
a0W3u00000AdKLFEA3;"";CDB
a0W3u00000AdKLKEA3;"";CDB
a0W3u00000AdKLPEA3;"";CDB
a0W3u00000AdKLUEA3;"";CDB
a0W3u00000AdKLZEA3;"";CDB
a0W3u00000AdKLeEAN;"";CDB
a0W3u00000AdKLjEAN;"";CDB
a0W3u00000AdKLoEAN;"";CDB
a0W3u00000AdKLtEAN;"";CDB
a0W3u00000AdKLyEAN;"";CDB
a0W3u00000AdKM3EAN;"";LCI
a0W3u00000AdKM8EAN;"";CDB
a0W3u00000AdKMDEA3;"";CDB
a0W3u00000AdKMIEA3;"";CDB
a0W3u00000AdKMNEA3;"";LCI
a0W3u00000AdKMSEA3;"";LCA
a0W3u00000AdKMXEA3;"";LCA
a0W3u00000AdKMcEAN;"";CDB
a0W3u00000AdKMhEAN;"";CDB
a0W3u00000AdKMmEAN;"";CDB
a0W3u00000AdKMrEAN;"";CDB
a0W3u00000AdKMwEAN;"";CDB
a0W3u00000AdKNzEAN;FIC de Fundo de Ações;IBIUNA EQUITIES 30 FIC FIA
a0W3u00000AdKOJEA3;FIC de Fundo Multimercado;IBIUNA LONG SHORT STLS FIC FIM
a0W3u00000AdKOYEA3;FIC de Fundo Multimercado;IBIUNA LONG BIASED FIC FIM
a0W3u00000AdKOdEAN;FIC de Fundo Multimercado;IBIUNA HEDGE STH FIC FIM
a0W3u00000AdKOiEAN;FIC de Fundo Multimercado;IBIUNA HEDGE FIC FIM
a0W3u00000AdKOsEAN;FIC de Fundo Multimercado;GAP ABSOLUTO FIC FIM
a0W3u00000AdKTnEAN;"";LCA
a0W3u00000AdKTsEAN;"";CDB
a0W3u00000AdKTxEAN;"";CDB
a0W3u00000AdKU2EAN;"";CDB
a0W3u00000AdKU7EAN;"";CDB
a0W3u00000AdKUCEA3;"";CDB
a0W3u00000AdKUHEA3;"";CDB
a0W3u00000AdKUREA3;"";CDB
a0W3u00000AdKUWEA3;"";CDB
a0W3u00000AdKUbEAN;"";CDB
a0W3u00000AdKUgEAN;"";CDB
a0W3u00000AdKUlEAN;"";CDB
a0W3u00000AdKUqEAN;"";CDB
a0W3u00000AdKUvEAN;"";CDB
a0W3u00000AdKV0EAN;"";CDB
a0W3u00000AdKV5EAN;"";CDB
a0W3u00000AdKVAEA3;"";CDB
a0W3u00000AdKVFEA3;"";CDB
a0W3u00000AdKVKEA3;"";LCI
a0W3u00000AdKVPEA3;"";CDB
a0W3u00000AdKVUEA3;"";LCI
a0W3u00000AdKVZEA3;"";LCI
a0W3u00000AdKVeEAN;"";CDB
a0W3u00000AdKVjEAN;"";LCI
a0W3u00000AdKVoEAN;"";CDB
a0W3u00000AdKVtEAN;"";CDB
a0W3u00000AdKVyEAN;"";CDB
a0W3u00000AdKW3EAN;"";LCI
a0W3u00000AdKW8EAN;"";CDB
a0W3u00000AdKWDEA3;"";CDB
a0W3u00000AdKWIEA3;"";CDB
a0W3u00000AdKWNEA3;"";CDB
a0W3u00000AdKZREA3;FIC de Fundo de Ações;FAMA FIC FIA
a0W3u00000AdKZqEAN;FIC de Fundo de Ações;GUEPARDO INSTITUCIONAL FIC FIA
a0W3u00000AdKZvEAN;FIC de Fundo de Ações;GUEPARDO ALLOCATION FIC FIA
a0W3u00000AdKaFEAV;"";LC
a0W3u00000AdKaKEAV;"";LC
a0W3u00000AdKaPEAV;"";LC
a0W3u00000AdKcBEAV;"";CDB
a0W3u00000AdKcGEAV;"";CDB
a0W3u00000AdKcLEAV;"";CDB
a0W3u00000AdKcQEAV;"";CDB
a0W3u00000AdKcVEAV;"";CDB
a0W3u00000AdKcaEAF;"";CDB
a0W3u00000AdKcfEAF;"";CDB
a0W3u00000AdKckEAF;"";CDB
a0W3u00000AdKcpEAF;"";CDB
a0W3u00000AdKcuEAF;"";CDB
a0W3u00000AdKczEAF;"";CDB
a0W3u00000AdKd4EAF;"";CDB
a0W3u00000AdKdEEAV;"";CDB
a0W3u00000AdKdJEAV;"";LCI
a0W3u00000AdKdOEAV;"";LCI
a0W3u00000AdKdTEAV;"";CDB
a0W3u00000AdKdYEAV;"";LCI
a0W3u00000AdKddEAF;"";CDB
a0W3u00000AdKdiEAF;"";LCI
a0W3u00000AdKdjEAF;"";LCI
a0W3u00000AdKdnEAF;"";LCI
a0W3u00000AdKdsEAF;"";LCI
a0W3u00000AdKdxEAF;"";LCI
a0W3u00000AdKe2EAF;"";LCI
a0W3u00000AdKe7EAF;"";CDB
a0W3u00000AdKeHEAV;FIC de Fundo de Ações;INDIE FIC FIA
a0W3u00000AdKfUEAV;Fundo Multimercado;VISTA MULTIESTRATÉGIA FIM
a0W3u00000AdKfeEAF;Fundo Multimercado;VISTA HEDGE FIM
a0W3u00000AdKg3EAF;Fundo de Ações;VISTA FIA
a0W3u00000AdKi9EAF;"";LC
a0W3u00000AdKiEEAV;"";LC
a0W3u00000AdKiJEAV;"";LC
a0W3u00000AdKkAEAV;"";CDB
a0W3u00000AdKkFEAV;"";CDB
a0W3u00000AdKkKEAV;"";CDB
a0W3u00000AdKkPEAV;"";CDB
a0W3u00000AdKkZEAV;"";CDB
a0W3u00000AdKkeEAF;"";CDB
a0W3u00000AdKkjEAF;"";CDB
a0W3u00000AdKkoEAF;"";CDB
a0W3u00000AdKktEAF;"";CDB
a0W3u00000AdKkyEAF;"";CDB
a0W3u00000AdKl3EAF;"";CDB
a0W3u00000AdKl8EAF;"";CDB
a0W3u00000AdKlDEAV;"";CDB
a0W3u00000AdKlIEAV;"";CDB
a0W3u00000AdKlNEAV;"";CDB
a0W3u00000AdKlSEAV;"";CDB
a0W3u00000AdKlXEAV;"";CDB
a0W3u00000AdKlcEAF;"";CDB
a0W3u00000AdKlhEAF;"";CDB
a0W3u00000AdKlmEAF;"";CDB
a0W3u00000AdKlrEAF;"";CDB
a0W3u00000AdKlwEAF;"";CDB
a0W3u00000AdKm1EAF;"";LCI
a0W3u00000AdKm6EAF;"";LCI
a0W3u00000AdKmBEAV;"";LCI
a0W3u00000AdKmGEAV;"";LCI
a0W3u00000AdKmLEAV;"";CDB
a0W3u00000AdKmQEAV;"";CDB
a0W3u00000AdKmVEAV;"";CDB
a0W3u00000AdKmaEAF;"";CDB
a0W3u00000AdKmfEAF;"";CDB
a0W3u00000AdKmkEAF;"";CDB
a0W3u00000AdKmpEAF;"";LCI
a0W3u00000AdKmuEAF;"";LCI
a0W3u00000AdKn4EAF;"";CDB
a0W3u00000AdKn9EAF;"";CDB
a0W3u00000AdKnEEAV;"";LCI
a0W3u00000AdKnJEAV;"";CDB
a0W3u00000AdKoMEAV;Fundo de Ações;STK LONG ONLY INSTITUCIONAL FIA
a0W3u00000AdKoWEAV;FIC de Fundo de Ações;STK LONG BIASED FIC FIA
a0W3u00000AdKrQEAV;"";CDB
a0W3u00000AdKrVEAV;"";CDB
a0W3u00000AdKraEAF;"";CDB
a0W3u00000AdKrfEAF;"";CDB
a0W3u00000AdKrkEAF;"";CDB
a0W3u00000AdKrpEAF;"";CDB
a0W3u00000AdKrqEAF;"";CDB
a0W3u00000AdKruEAF;"";CDB
a0W3u00000AdKrzEAF;"";CDB
a0W3u00000AdKs4EAF;"";CDB
a0W3u00000AdKs9EAF;"";CDB
a0W3u00000AdKsEEAV;"";CDB
a0W3u00000AdKsJEAV;"";CDB
a0W3u00000AdKsOEAV;"";CDB
a0W3u00000AdKsTEAV;"";CDB
a0W3u00000AdKsdEAF;"";CDB
a0W3u00000AdKsiEAF;"";CDB
a0W3u00000AdKsnEAF;"";CDB
a0W3u00000AdKssEAF;"";CDB
a0W3u00000AdKsxEAF;"";CDB
a0W3u00000AdKt2EAF;"";LCI
a0W3u00000AdKt7EAF;"";LCI
a0W3u00000AdKwBEAV;FIC de Fundo de Ações;SHARP EQUITY VALUE FEEDER FIC FIA
a0W3u00000AdKwQEAV;Fundo de Ações;SHARP IBOVESPA ATIVO FIA
a0W3u00000AdKwaEAF;Fundo de Ações;SHARP EQUITY VALUE INSTITUCIONAL FIA
a0W3u00000AdKwfEAF;FIC de Fundo de Ações;SHARP LONG BIASED FEEDER FIC FIA
a0W3u00000AdKwkEAF;"";LCI
a0W3u00000AdKwuEAF;Fundo Multimercado;SHARP LONG SHORT 2X FIM
a0W3u00000AdL3bEAF;"";CDB
a0W3u00000AdL3gEAF;"";CDB
a0W3u00000AdL3lEAF;"";CDB
a0W3u00000AdL3qEAF;"";CDB
a0W3u00000AdL3vEAF;"";CDB
a0W3u00000AdL40EAF;"";CDB
a0W3u00000AdL45EAF;"";CDB
a0W3u00000AdL4AEAV;"";CDB
a0W3u00000AdL4FEAV;"";CDB
a0W3u00000AdL4KEAV;"";CDB
a0W3u00000AdL4LEAV;"";CDB
a0W3u00000AdL4PEAV;"";CDB
a0W3u00000AdL4UEAV;"";CDB
a0W3u00000AdL4ZEAV;"";CDB
a0W3u00000AdL4eEAF;"";CDB
a0W3u00000AdL4jEAF;"";CDB
a0W3u00000AdL4oEAF;"";CDB
a0W3u00000AdL4tEAF;"";CDB
a0W3u00000AdL4yEAF;"";CDB
a0W3u00000AdL58EAF;"";CDB
a0W3u00000AdL5DEAV;"";CDB
a0W3u00000AdL5IEAV;"";CDB
a0W3u00000AdL5NEAV;"";CDB
a0W3u00000AdL5SEAV;"";LCI
a0W3u00000AdL5XEAV;"";LCI
a0W3u00000AdL5cEAF;"";CDB
a0W3u00000AdL5hEAF;"";CDB
a0W3u00000AdL5mEAF;"";CDB
a0W3u00000AdL5rEAF;"";CDB
a0W3u00000AdL5wEAF;"";LCA
a0W3u00000AdL66EAF;"";CDB
a0W3u00000AdL6BEAV;"";CDB
a0W3u00000AdL6GEAV;"";CDB
a0W3u00000AdL6LEAV;"";CDB
a0W3u00000AdL6QEAV;"";LCI
a0W3u00000AdL6VEAV;"";CDB
a0W3u00000AdL6aEAF;"";CDB
a0W3u00000AdL6fEAF;"";CDB
a0W3u00000AdL6kEAF;"";LCA
a0W3u00000AdL6pEAF;"";CDB
a0W3u00000AdL7sEAF;Fundo de Ações;CARDINAL PARTNERS FIA
a0W3u00000AdL87EAF;Fundo de Renda Fixa;ICATU VANGUARDA CP FIRF LP
a0W3u00000AdLAhEAN;"";LC
a0W3u00000AdLAmEAN;"";LC
a0W3u00000AdLArEAN;"";CDB
a0W3u00000AdLAwEAN;"";CDB
a0W3u00000AdLB1EAN;"";CDB
a0W3u00000AdLB6EAN;"";CDB
a0W3u00000AdLBBEA3;"";CDB
a0W3u00000AdLBGEA3;"";CDB
a0W3u00000AdLBLEA3;"";CDB
a0W3u00000AdLBQEA3;"";CDB
a0W3u00000AdLBVEA3;"";CDB
a0W3u00000AdLBaEAN;"";CDB
a0W3u00000AdLBfEAN;"";CDB
a0W3u00000AdLBkEAN;"";CDB
a0W3u00000AdLBpEAN;"";CDB
a0W3u00000AdLBuEAN;"";CDB
a0W3u00000AdLBzEAN;"";CDB
a0W3u00000AdLC9EAN;"";CDB
a0W3u00000AdLCEEA3;"";CDB
a0W3u00000AdLCJEA3;"";CDB
a0W3u00000AdLCOEA3;"";CDB
a0W3u00000AdLCTEA3;"";CDB
a0W3u00000AdLCYEA3;"";CDB
a0W3u00000AdLCdEAN;"";CDB
a0W3u00000AdLCiEAN;"";CDB
a0W3u00000AdLCnEAN;"";CDB
a0W3u00000AdLCsEAN;"";CDB
a0W3u00000AdLCxEAN;"";CDB
a0W3u00000AdLD2EAN;"";LCI
a0W3u00000AdLD7EAN;"";CDB
a0W3u00000AdLDCEA3;"";CDB
a0W3u00000AdLDHEA3;"";LCI
a0W3u00000AdLEKEA3;"";LCA
a0W3u00000AdLF8EAN;Fundo de Ações;GTI DIMONA BRASIL FIA
a0W3u00000AdLFDEA3;Fundo de Ações;LUMINUS FIA
a0W3u00000AdLLzEAN;"";CDB
a0W3u00000AdLM4EAN;"";CDB
a0W3u00000AdLM9EAN;"";CDB
a0W3u00000AdLMEEA3;"";CDB
a0W3u00000AdLMJEA3;"";CDB
a0W3u00000AdLMTEA3;"";CDB
a0W3u00000AdLMYEA3;"";CDB
a0W3u00000AdLMdEAN;"";CDB
a0W3u00000AdLMiEAN;"";CDB
a0W3u00000AdLMnEAN;"";CDB
a0W3u00000AdLMsEAN;"";CDB
a0W3u00000AdLMxEAN;"";CDB
a0W3u00000AdLN2EAN;"";LCA
a0W3u00000AdLN7EAN;"";LCA
a0W3u00000AdLNCEA3;"";CDB
a0W3u00000AdLNHEA3;"";CDB
a0W3u00000AdLNMEA3;"";CDB
a0W3u00000AdLNREA3;"";CDB
a0W3u00000AdLNWEA3;"";CDB
a0W3u00000AdLNbEAN;"";LCI
a0W3u00000AdLNgEAN;"";LCI
a0W3u00000AdLNlEAN;"";LCI
a0W3u00000AdLNqEAN;"";CDB
a0W3u00000AdLNvEAN;"";CDB
a0W3u00000AdLO0EAN;"";CDB
a0W3u00000AdLO5EAN;"";CDB
a0W3u00000AdLOAEA3;"";CDB
a0W3u00000AdLOFEA3;"";LCI
a0W3u00000AdLOPEA3;"";LCA
a0W3u00000AdLOUEA3;"";LCA
a0W3u00000AdLQ6EAN;Fundo de Ações;NEST FIA
a0W3u00000AdLTtEAN;"";CDB
a0W3u00000AdLTyEAN;"";CDB
a0W3u00000AdLU3EAN;"";CDB
a0W3u00000AdLU8EAN;"";CDB
a0W3u00000AdLUDEA3;"";CDB
a0W3u00000AdLUIEA3;"";CDB
a0W3u00000AdLUNEA3;"";CDB
a0W3u00000AdLUSEA3;"";CDB
a0W3u00000AdLUXEA3;"";CDB
a0W3u00000AdLUcEAN;"";CDB
a0W3u00000AdLUhEAN;"";LC
a0W3u00000AdLUmEAN;"";CDB
a0W3u00000AdLUrEAN;"";CDB
a0W3u00000AdLUwEAN;"";CDB
a0W3u00000AdLV1EAN;"";CDB
a0W3u00000AdLV6EAN;"";LCA
a0W3u00000AdLVBEA3;"";LCA
a0W3u00000AdLVGEA3;"";LCA
a0W3u00000AdLVLEA3;"";LCA
a0W3u00000AdLVQEA3;"";LCA
a0W3u00000AdLVVEA3;"";CDB
a0W3u00000AdLVaEAN;"";CDB
a0W3u00000AdLVfEAN;"";CDB
a0W3u00000AdLVkEAN;"";CDB
a0W3u00000AdLVpEAN;"";CDB
a0W3u00000AdLVzEAN;"";CDB
a0W3u00000AdLWEEA3;"";LCI
a0W3u00000AdLWTEA3;"";LCI
a0W3u00000AdLWYEA3;"";LCI
a0W3u00000AdLWsEAN;"";CDB
a0W3u00000AdLWxEAN;"";CDB
a0W3u00000AdLXREA3;"";CDB
a0W3u00000AdLXbEAN;"";CDB
a0W3u00000AdLXgEAN;"";CDB
a0W3u00000AdLXqEAN;"";CDB
a0W3u00000AdLY0EAN;"";CDB
a0W3u00000AdLY5EAN;"";CDB
a0W3u00000AdLYFEA3;"";CDB
a0W3u00000AdLYUEA3;"";LCI
a0W3u00000AdLZ8EAN;"";LCI
a0W3u00000AdLZSEA3;"";LCI
a0W3u00000AdLZXEA3;"";LCA
a0W3u00000AdLZcEAN;"";LCA
a0W3u00000AdLZhEAN;"";CDB
a0W3u00000AdLZmEAN;"";CDB
a0W3u00000AdLZrEAN;"";CDB
a0W3u00000AdLZwEAN;"";CDB
a0W3u00000AdLa1EAF;"";CDB
a0W3u00000AdLa6EAF;"";CDB
a0W3u00000AdLaBEAV;"";CDB
a0W3u00000AdLaGEAV;"";CDB
a0W3u00000AdLaLEAV;"";CDB
a0W3u00000AdLaVEAV;"";CDB
a0W3u00000AdLaaEAF;"";CDB
a0W3u00000AdLafEAF;"";CDB
a0W3u00000AdLd5EAF;"";LCA
a0W3u00000AdLdAEAV;"";LCA
a0W3u00000AdLgkEAF;Fundo de Renda Fixa;AF INVEST FIRF CP GERAES
a0W3u00000AdLgpEAF;"";CDB
a0W3u00000AdLguEAF;"";CDB
a0W3u00000AdLgzEAF;"";CDB
a0W3u00000AdLh4EAF;"";CDB
a0W3u00000AdLh9EAF;"";CDB
a0W3u00000AdLhEEAV;"";CDB
a0W3u00000AdLhJEAV;"";CDB
a0W3u00000AdLhOEAV;"";CDB
a0W3u00000AdLhTEAV;"";CDB
a0W3u00000AdLhdEAF;"";CDB
a0W3u00000AdLhiEAF;"";CDB
a0W3u00000AdLhnEAF;"";CDB
a0W3u00000AdLhsEAF;"";CDB
a0W3u00000AdLhxEAF;"";CDB
a0W3u00000AdLi2EAF;"";CDB
a0W3u00000AdLi7EAF;"";CDB
a0W3u00000AdLiCEAV;"";CDB
a0W3u00000AdLiHEAV;"";CDB
a0W3u00000AdLiMEAV;"";CDB
a0W3u00000AdLiREAV;"";CDB
a0W3u00000AdLiWEAV;"";CDB
a0W3u00000AdLibEAF;"";CDB
a0W3u00000AdLigEAF;"";CDB
a0W3u00000AdLilEAF;"";CDB
a0W3u00000AdLiqEAF;"";CDB
a0W3u00000AdLivEAF;"";CDB
a0W3u00000AdLj0EAF;"";CDB
a0W3u00000AdLj5EAF;"";CDB
a0W3u00000AdLjAEAV;"";CDB
a0W3u00000AdLjFEAV;"";LCI
a0W3u00000AdLjKEAV;"";LCI
a0W3u00000AdLjPEAV;"";LCI
a0W3u00000AdLjUEAV;"";CDB
a0W3u00000AdLjeEAF;"";CDB
a0W3u00000AdLjoEAF;"";CDB
a0W3u00000AdLjtEAF;"";LCA
a0W3u00000AdLjyEAF;"";LCA
a0W3u00000AdLk8EAF;"";CDB
a0W3u00000AdLkDEAV;"";CDB
a0W3u00000AdLkIEAV;"";CDB
a0W3u00000AdLkNEAV;"";CDB
a0W3u00000AdLkSEAV;"";CDB
a0W3u00000AdLnREAV;Fundo de Renda Fixa;AF INVEST GERAES 30 FIRF CP
a0W3u00000AdLnWEAV;Fundo de Ações;AF INVEST MINAS FIA
a0W3u00000AdLxMEAV;"";CDB
a0W3u00000AdLxREAV;"";CDB
a0W3u00000AdLxWEAV;"";CDB
a0W3u00000AdLxbEAF;"";CDB
a0W3u00000AdLxgEAF;"";CDB
a0W3u00000AdLxqEAF;"";CDB
a0W3u00000AdLy0EAF;"";CDB
a0W3u00000AdLy5EAF;"";LCA
a0W3u00000AdLyAEAV;"";LCA
a0W3u00000AdLyFEAV;"";CDB
a0W3u00000AdLyKEAV;"";CDB
a0W3u00000AdLyPEAV;"";CDB
a0W3u00000AdLyUEAV;"";CDB
a0W3u00000AdLyZEAV;"";CDB
a0W3u00000AdLyeEAF;"";CDB
a0W3u00000AdLyjEAF;"";CDB
a0W3u00000AdLyoEAF;"";LCI
a0W3u00000AdLytEAF;"";LCI
a0W3u00000AdLyyEAF;"";CDB
a0W3u00000AdLz3EAF;"";CDB
a0W3u00000AdLz8EAF;"";CDB
a0W3u00000AdLzDEAV;"";LCI
a0W3u00000AdLzIEAV;"";CDB
a0W3u00000AdLzNEAV;"";CDB
a0W3u00000AdLzXEAV;"";CDB
a0W3u00000AdLzcEAF;"";CDB
a0W3u00000AdLzhEAF;"";CDB
a0W3u00000AdM0pEAF;"";CDB
a0W3u00000AdM0uEAF;"";CDB
a0W3u00000AdM0zEAF;"";CDB
a0W3u00000AdM14EAF;"";CDB
a0W3u00000AdM19EAF;"";CDB
a0W3u00000AdM1EEAV;"";CDB
a0W3u00000AdM1OEAV;"";CDB
a0W3u00000AdM1TEAV;"";CDB
a0W3u00000AdM1YEAV;"";CDB
a0W3u00000AdM1dEAF;"";CDB
a0W3u00000AdM43EAF;"";CDB
a0W3u00000AdM48EAF;"";CDB
a0W3u00000AdM4DEAV;"";CDB
a0W3u00000AdM4IEAV;"";CDB
a0W3u00000AdM4NEAV;"";CDB
a0W3u00000AdM4SEAV;"";CDB
a0W3u00000AdM4XEAV;"";CDB
a0W3u00000AdM4cEAF;"";CDB
a0W3u00000AdM4hEAF;"";CDB
a0W3u00000AdM4mEAF;"";CDB
a0W3u00000AdM4rEAF;"";CDB
a0W3u00000AdM4wEAF;"";CDB
a0W3u00000AdM51EAF;"";CDB
a0W3u00000AdM56EAF;"";CDB
a0W3u00000AdM5BEAV;"";CDB
a0W3u00000AdM5LEAV;"";CDB
a0W3u00000AdM5MEAV;"";CDB
a0W3u00000AdM5QEAV;"";CDB
a0W3u00000AdM5VEAV;"";CDB
a0W3u00000AdM5aEAF;"";CDB
a0W3u00000AdM5fEAF;"";LCI
a0W3u00000AdM5kEAF;"";LCI
a0W3u00000AdM5uEAF;"";LCI
a0W3u00000AdM64EAF;"";LCA
a0W3u00000AdM69EAF;"";LCA
a0W3u00000AdM6EEAV;"";CDB
a0W3u00000AdM6JEAV;"";CDB
a0W3u00000AdM6OEAV;"";LCA
a0W3u00000AdM6TEAV;"";CDB
a0W3u00000AdM6YEAV;"";CDB
a0W3u00000AdM6dEAF;"";CDB
a0W3u00000AdM6iEAF;"";LCI
a0W3u00000AdM6nEAF;"";CDB
a0W3u00000AdM6sEAF;"";CDB
a0W3u00000AdMDoEAN;"";CDB
a0W3u00000AdMDtEAN;"";CDB
a0W3u00000AdMDyEAN;"";CDB
a0W3u00000AdME3EAN;"";CDB
a0W3u00000AdME8EAN;"";CDB
a0W3u00000AdMEDEA3;"";CDB
a0W3u00000AdMEIEA3;"";CDB
a0W3u00000AdMENEA3;"";CDB
a0W3u00000AdMESEA3;"";CDB
a0W3u00000AdMEXEA3;"";CDB
a0W3u00000AdMEcEAN;"";CDB
a0W3u00000AdMEhEAN;"";CDB
a0W3u00000AdMEmEAN;"";CDB
a0W3u00000AdMErEAN;"";CDB
a0W3u00000AdMEwEAN;"";CDB
a0W3u00000AdMF1EAN;"";CDB
a0W3u00000AdMFBEA3;"";CDB
a0W3u00000AdMFGEA3;"";CDB
a0W3u00000AdMFLEA3;"";CDB
a0W3u00000AdMFQEA3;"";CDB
a0W3u00000AdMFVEA3;"";CDB
a0W3u00000AdMFaEAN;"";CDB
a0W3u00000AdMFfEAN;"";CDB
a0W3u00000AdMFkEAN;"";CDB
a0W3u00000AdMFpEAN;"";CDB
a0W3u00000AdMFuEAN;"";LCA
a0W3u00000AdMFzEAN;"";LCA
a0W3u00000AdMG4EAN;"";CDB
a0W3u00000AdMG9EAN;"";CDB
a0W3u00000AdMGEEA3;"";CDB
a0W3u00000AdMGJEA3;"";CDB
a0W3u00000AdMGOEA3;"";CDB
a0W3u00000AdMGTEA3;"";LCI
a0W3u00000AdMGYEA3;"";LCI
a0W3u00000AdMGdEAN;"";CDB
a0W3u00000AdMGiEAN;"";CDB
a0W3u00000AdMGnEAN;"";CDB
a0W3u00000AdMGsEAN;"";CDB
a0W3u00000AdMGxEAN;"";CDB
a0W3u00000AdMH2EAN;"";CDB
a0W3u00000AdMH7EAN;"";LCI
a0W3u00000AdMHCEA3;"";LCI
a0W3u00000AdMIFEA3;"";LC
a0W3u00000AdMIKEA3;"";LC
a0W3u00000AdMIPEA3;"";LC
a0W3u00000AdMIUEA3;"";LC
a0W3u00000AdMIZEA3;"";CDB
a0W3u00000AdMIeEAN;"";LC
a0W3u00000AdMIjEAN;"";CDB
a0W3u00000AdMIoEAN;"";LC
a0W3u00000AdMItEAN;"";LC
a0W3u00000AdMJ3EAN;"";LC
a0W3u00000AdMPqEAN;"";CDB
a0W3u00000AdMPrEAN;"";CDB
a0W3u00000AdMPvEAN;"";CDB
a0W3u00000AdMQ0EAN;"";LCI
a0W3u00000AdMQAEA3;"";CDB
a0W3u00000AdMQFEA3;"";CDB
a0W3u00000AdMQKEA3;"";CDB
a0W3u00000AdMQPEA3;"";LCA
a0W3u00000AdMQUEA3;"";LCA
a0W3u00000AdMQeEAN;"";CDB
a0W3u00000AdMQjEAN;"";LCI
a0W3u00000AdMQoEAN;"";LCI
a0W3u00000AdMQyEAN;"";CDB
a0W3u00000AdMR3EAN;"";CDB
a0W3u00000AdMR8EAN;"";CDB
a0W3u00000AdMRDEA3;"";CDB
a0W3u00000AdMRNEA3;"";CDB
a0W3u00000AdMRSEA3;"";CDB
a0W3u00000AdMRXEA3;"";CDB
a0W3u00000AdMRcEAN;"";CDB
a0W3u00000AdMRmEAN;"";LCI
a0W3u00000AdMRrEAN;"";LCI
a0W3u00000AdMRwEAN;"";LCI
a0W3u00000AdMS1EAN;"";LCA
a0W3u00000AdMS6EAN;"";LCA
a0W3u00000AdMSBEA3;"";LCA
a0W3u00000AdMSGEA3;"";CDB
a0W3u00000AdMSVEA3;FIC de Fundo Multimercado;AZ QUEST ALTRO FIC FIM CP
a0W3u00000AdMSaEAN;"";CDB
a0W3u00000AdMSfEAN;"";CDB
a0W3u00000AdMSkEAN;"";CDB
a0W3u00000AdMSpEAN;"";CDB
a0W3u00000AdMSuEAN;"";CDB
a0W3u00000AdMSzEAN;"";CDB
a0W3u00000AdMT4EAN;"";CDB
a0W3u00000AdMT9EAN;"";CDB
a0W3u00000AdMTEEA3;"";CDB
a0W3u00000AdMTJEA3;FIC de Fundo Multimercado;AZ QUEST AZIMUT IMPACTO FIC FIM CP
a0W3u00000AdMTOEA3;"";CDB
a0W3u00000AdMUCEA3;FIC de Fundo Multimercado;AZ QUEST DEB INCENTIVADAS FIC FIM CP
a0W3u00000AdMUbEAN;FIC de Fundo de Ações;AZ QUEST TOP LONG BIASED FIC FIA
a0W3u00000AdMXBEA3;"";CDB
a0W3u00000AdMXGEA3;"";CDB
a0W3u00000AdMXLEA3;"";CDB
a0W3u00000AdMXQEA3;"";CDB
a0W3u00000AdMXVEA3;"";CDB
a0W3u00000AdMXaEAN;"";CDB
a0W3u00000AdMXfEAN;"";CDB
a0W3u00000AdMXkEAN;"";CDB
a0W3u00000AdMXpEAN;"";CDB
a0W3u00000AdMXzEAN;"";CDB
a0W3u00000AdMY4EAN;"";CDB
a0W3u00000AdMY9EAN;"";CDB
